playerid,year,teamName,League,Level,orgName,lastName,firstName,G,AB,R,H,Dbl,Tpl,HR,RBI,SB,CS,BB,IBB,SO,SH,SF,HBP,GDP,Bavg,Slg,obp,OPS,Age,HT,WT,Bats,Throws,posit,borndate,cityName,regionID,Predicted_WAR,MakeIt_PredictedWAR,Likelihood
143892,2017,Tacoma,PCL,AAA,SEA,Muno,Danny,90,293,47,80,20,1,8,33,12,8,53,1,91,0,1,2,4,0.273,0.43,0.387,817,28,5-11,170,B,R,2B,2/9/1989,Thousand Oaks,CA,4.02327132690549,0.241396279614329,0.06
143928,2017,Fresno,PCL,AAA,HOU,Walsh,Colin,22,64,15,17,5,1,0,3,0,1,19,0,17,2,0,0,5,0.266,0.375,0.434,809,27,6-1,185,B,R,2B,9/26/1989,La Jolla,CA,4.63800006054179,0.417420005448761,0.09
143958,2017,New Orleans,PCL,AAA,MIA,Arrojo,Junior,3,12,1,3,1,0,0,2,0,0,1,0,2,1,0,0,1,0.25,0.333,0.308,641,29,5-9,175,R,R,2B-SS,5/29/1988,Miami,FL,11.3594511499231,0.999631701193237,0.088
144266,2017,Sacramento,PCL,AAA,SFN,Muren,Drew,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6-6,185,R,R,OF,11/22/1988,Poway,CA,10.2560454388495,0.143584636143894,0.014
144305,2017,Toledo,IL,AAA,DET,Krizan,Jason,107,371,41,98,22,4,4,37,4,5,40,1,53,1,2,0,12,0.264,0.377,0.334,711,28,6-1,178,L,R,OF,6/28/1989,Pflugerville,TX,4.99524515376905,1.23882079813472,0.248
144357,2017,Pawtucket,IL,AAA,BOS,Court,Ryan,106,388,49,102,21,3,10,44,5,2,46,0,125,1,2,5,13,0.263,0.41,0.347,757,29,6-2,190,R,R,1B-3B,5/28/1988,Elgin,IL,6.63649318643231,0.530919454914585,0.08
144923,2017,Colorado Springs,PCL,AAA,MIL,Weisenburger,Adam,2,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5,500,28,5-9,185,R,R,C,12/13/1988,Plymouth,MN,8.95623467280429,0.340336917566563,0.038
144937,2017,Syracuse,IL,AAA,WAS,Ramsey,Caleb,78,232,21,57,11,0,1,16,0,1,24,0,51,0,2,1,11,0.246,0.306,0.317,623,28,6-2,175,L,R,OF,10/7/1988,Houston,TX,3.89765824069656,0.0779531648139312,0.02
144946,2017,Lehigh Valley,IL,AAA,PHI,Stassi,Brock,50,173,18,43,4,0,4,22,0,0,18,0,42,0,3,2,5,0.249,0.341,0.321,662,27,6-2,185,L,L,1B,8/7/1989,Yuba City,CA,4.91251790144854,0.196500716057941,0.04
144978,2017,Altoona,East,AA,PIT,Chavez,Zane,19,63,5,7,1,0,0,5,0,0,5,0,9,0,2,0,2,0.111,0.127,0.171,298,30,5-11,205,L,R,C,12/30/1986,San Diego,CA,6.61495892115821,0.225859293952496,0.0341437182973391
145244,2017,Leon,Mex,AAA,-,Noel,Rico,10,48,5,12,2,0,2,5,5,2,3,1,15,0,0,0,1,0.25,0.417,0.294,711,28,5-9,158,R,R,OF,1/11/1989,Lawton,OK,5.98835667503917,0.251510980351645,0.042
145879,2017,Trenton,East,AA,NYA,Wilson,Wes,6,20,0,1,0,0,0,0,0,0,0,0,8,0,0,0,2,0.05,0.05,0.05,100,27,6-0,195,R,R,C,8/18/1989,Lexington,KY,4.52575644687072,0.0361897165327295,0.00799639064929187
146532,2017,Norfolk,IL,AAA,BAL,Nathans,Tucker,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6-1,180,L,R,OF,11/6/1988,Warwick,NY,9.18332663744626,0.0550999598246775,0.006
147004,2017,Pawtucket,IL,AAA,BOS,Roberson,Tim,19,69,3,15,3,0,0,6,0,0,2,0,20,0,0,0,4,0.217,0.261,0.239,500,27,5-10,190,R,R,C,7/19/1989,West Palm Beach,FL,5.7924355617834,0.0463394844942672,0.008
147052,2017,Round Rock,PCL,AAA,TEX,Martinson,Jason,50,183,28,38,7,0,7,27,0,3,18,0,76,1,0,2,3,0.208,0.361,0.286,647,28,6-1,190,R,R,SS,10/15/1988,Bedford,TX,4.18086791517915,0.376278112366124,0.09
147797,2017,Mexico City Red Devils,Mex,AAA,-,Vazquez,Jorge,34,114,18,32,3,0,8,24,0,0,22,3,29,0,1,1,9,0.281,0.518,0.399,917,35,6-2,230,R,R,1B,4/15/1982,Culiacan,MX,3.07236325897223,0.768090814743056,0.25
147814,2017,Louisville,IL,AAA,CIN,Amaral,Beau,53,168,24,37,7,1,0,12,3,1,18,1,40,1,1,2,3,0.22,0.274,0.302,576,26,5-10,175,L,L,OF,2/11/1991,Long Beach,CA,5.00901599688905,0.571027823645352,0.114
147868,2017,Columbus,IL,AAA,CLE,Lucas,Jeremy,16,43,2,6,0,0,0,3,0,1,3,0,13,0,0,4,2,0.14,0.14,0.26,400,26,6-2,190,R,R,C,1/10/1991,West Terre Haute,IN,5.87337756538762,0.27017536800783,0.046
147875,2017,Buffalo,IL,AAA,TOR,Ohlman,Mike,90,282,35,61,16,0,12,38,4,0,48,0,115,0,0,2,3,0.216,0.401,0.334,735,26,6-4,205,R,R,C,12/14/1990,Bradenton,FL,5.09200807187588,0.427728678037574,0.084
147902,2017,Norfolk,IL,AAA,BAL,Yastrzemski,Michael,81,271,41,65,15,3,9,41,2,1,31,1,74,0,2,3,2,0.24,0.417,0.322,739,26,5-11,185,L,L,OF,8/23/1990,Andover,MA,5.15630144729401,1.62939125734491,0.316
147937,2017,yucatan,Mex,AAA,-,Burruel,Sergio,26,67,9,18,4,0,0,3,0,0,10,2,13,0,1,2,3,0.269,0.328,0.375,703,25,5-11,210,L,R,C,7/22/1991,Phoenix,AZ,4.35374839000507,0.130612451700152,0.03
147954,2017,New Orleans,PCL,AAA,MIA,Mooney,Peter,116,403,49,86,18,4,4,34,2,1,43,2,62,7,1,1,8,0.213,0.308,0.29,598,26,5-8,168,L,R,SS,8/19/1990,Loxahatchee,FL,5.06099226874088,0.506099226874088,0.1
147984,2017,Syracuse,IL,AAA,WAS,Perez,Stephen,14,36,1,6,2,0,0,3,0,1,4,0,9,0,1,0,0,0.167,0.222,0.244,466,26,5-11,175,B,R,SS,12/16/1990,Miami,FL,6.74414913347332,0.0134882982669466,0.002
147985,2017,Quintana Roo,Mex,AAA,-,Silva,Juan,17,58,11,14,4,0,1,2,4,0,14,3,10,2,0,2,2,0.241,0.362,0.405,767,26,6-0,190,L,L,OF,1/8/1991,Yabucoa,PR,7.30398560335027,0.394415222580914,0.054
148027,2017,Quintana Roo,Mex,AAA,-,Hernandez,Brian,97,362,46,109,20,1,6,58,1,2,31,1,57,3,3,4,19,0.301,0.412,0.36,772,28,6-1,195,R,R,3B,11/25/1988,Sylmar,CA,4.97200405811658,2.05840968006026,0.414
148050,2017,Rochester,IL,AAA,MIN,Corcino,Edgar,20,58,2,13,1,1,0,3,0,0,1,0,14,0,0,0,2,0.224,0.276,0.237,513,25,6-2,190,B,R,3B,6/7/1992,Toa Baja,PR,10.6913523065214,0.320740569195641,0.03
148066,2017,Binghamton,East,AA,NYN,Biondi,Patrick,94,264,36,62,3,2,2,19,26,10,34,0,59,2,1,2,3,0.235,0.284,0.326,610,26,5-9,160,L,R,OF,1/9/1991,Woodhaven,MI,4.04237119714081,0.0570575418973552,0.0141148694948431
148080,2017,Oklahoma City,PCL,AAA,LAN,Sweeney,Darnell,38,119,17,27,8,1,4,15,7,1,11,1,33,0,1,0,3,0.227,0.412,0.29,702,26,6-1,160,B,R,SS,2/1/1991,Miramar,FL,3.57485004131077,0.622023907188074,0.174
148089,2017,San Antonio,Tex,AA,SDN,Perio,Noah,112,430,53,121,15,4,4,36,7,5,30,2,60,2,2,2,9,0.281,0.363,0.33,693,25,6-1,175,L,R,2B,11/14/1991,Concord,CA,3.7255308614134,0.336218114992235,0.090247035254643
148119,2017,Birmingham,Sou,AA,CHA,Nash,Telvin,10,34,2,6,1,0,1,2,0,0,2,0,18,0,0,0,0,0.176,0.294,0.222,516,26,6-1,230,R,R,1B,2/20/1991,Griffin,GA,5.93995855810122,0.795753212970056,0.133966122016923
148134,2017,Memphis,PCL,AAA,SLN,Voit,Luke,74,269,35,88,23,1,13,50,1,1,29,1,53,0,1,8,3,0.327,0.565,0.407,972,26,6-3,225,R,R,C,2/13/1991,St. Louis,MO,5.66142126100261,1.5172608979487,0.268
148191,2017,Louisville,IL,AAA,CIN,Renda,Tony,51,181,16,47,7,1,1,19,2,3,12,2,18,1,3,1,8,0.26,0.326,0.305,631,26,5-10,170,R,R,2B,1/24/1991,Santa Rosa,CA,5.90252068192202,0.897183143652147,0.152
148199,2017,Albuquerque,PCL,AAA,COL,Vazquez,Jan,6,19,2,6,1,1,1,1,0,0,0,0,3,1,0,0,1,0.316,0.632,0.316,948,26,5-10,165,B,R,C,4/29/1991,San Lorenzo,PR,9.57280794783218,0.325475470226294,0.034
148286,2017,Las Vegas,PCL,AAA,NYN,Glenn,Jeffrey,18,47,5,11,2,0,1,6,0,0,6,0,16,0,0,0,1,0.234,0.34,0.321,661,25,6-3,185,R,R,C,9/22/1991,Winter Haven,FL,8.6587184638646,0.0692697477109168,0.008
148292,2017,Jacksonville,Sou,AA,MIA,Maron,Camden,74,233,24,63,10,1,5,32,0,0,35,1,45,0,2,0,6,0.27,0.386,0.363,749,26,6-1,175,L,R,C,1/20/1991,Huntington,NY,5.74219674102702,0.217474610690323,0.0378730685308122
148308,2017,Quintana Roo,Mex,AAA,-,Pena,Jerome,11,32,5,5,1,0,1,3,0,0,9,0,14,0,1,0,0,0.156,0.281,0.333,614,28,5-11,180,B,R,2B,11/6/1988,Cave Creek,AZ,9.07718880753125,0.417550685146438,0.046
148318,2017,Iowa,PCL,AAA,CHN,Bruno,Stephen,96,219,28,58,10,0,9,37,7,0,7,0,43,2,4,11,5,0.265,0.434,0.315,749,26,5-9,168,R,R,2B,11/17/1990,Audubon,NJ,5.00785502027924,0.110172810446143,0.022
148321,2017,Fresno,PCL,AAA,HOU,Aplin,Andrew,30,84,14,21,3,1,1,13,1,1,16,0,21,1,2,2,1,0.25,0.345,0.375,720,26,6-0,190,L,L,OF,3/21/1991,Vallejo,CA,4.29882051098944,1.30684143534079,0.304
148335,2017,Charlotte,IL,AAA,CHA,"O'Dowd",Chris,4,14,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0.143,0.214,0.143,357,26,5-11,180,B,R,C,10/4/1990,Cleveland,OH,12.0909050333695,0.314363530867608,0.026
148361,2017,Charlotte,IL,AAA,CHA,Gelalich,Jeff,5,14,2,1,0,0,0,0,0,0,1,0,6,0,0,1,0,0.071,0.071,0.187,258,26,6-1,205,L,R,OF,3/16/1991,Los Angeles,CA,7.47545918872017,0.0299018367548807,0.004
148444,2017,Tacoma,PCL,AAA,SEA,Baron,Steven,54,164,16,42,6,0,2,17,0,0,20,0,42,1,1,1,6,0.256,0.329,0.339,668,26,6-0,195,R,R,C,12/7/1990,Miami,FL,4.49896539144336,0.116973100177527,0.026
148450,2017,Lehigh Valley,IL,AAA,PHI,Perkins,Cameron,76,257,37,74,18,1,7,27,3,2,30,2,47,1,1,6,3,0.288,0.447,0.374,821,26,6-5,195,R,R,OF,9/27/1990,Beaumont,TX,4.65437831776189,0.437511561869617,0.094
148460,2017,Memphis,PCL,AAA,SLN,Garcia,Anthony,14,39,1,7,1,0,1,3,1,1,3,0,6,0,0,1,1,0.179,0.282,0.256,538,25,6-0,180,R,R,OF,1/4/1992,Carolina,PR,5.40716111656604,0.930031712049359,0.172
148461,2017,Norfolk,IL,AAA,BAL,Washington,David,102,368,49,97,23,1,18,42,7,3,27,0,137,0,1,1,5,0.264,0.478,0.315,793,26,6-5,200,L,L,1B,11/20/1990,San Diego,CA,6.61578528226231,1.95827244354964,0.296
148472,2017,Rochester,IL,AAA,MIN,Rodriguez,Jonathan,5,18,2,3,0,0,1,2,0,0,1,0,5,0,0,1,1,0.167,0.333,0.25,583,27,6-2,205,R,R,1B,8/21/1989,San Juan,PR,5.8283009024607,0.349698054147642,0.06
148497,2017,Iowa,PCL,AAA,CHN,Glaesmann,Todd,24,63,6,11,1,0,1,4,1,0,3,1,25,0,0,2,0,0.175,0.238,0.235,473,26,6-4,220,R,R,OF,10/24/1990,Woodway,TX,5.46392910220763,1.49711657400489,0.274
148560,2017,Richmond,East,AA,SFN,Hobson,K.C.,56,203,26,50,5,1,11,35,1,0,17,2,55,0,2,1,2,0.246,0.443,0.305,748,26,6-2,205,L,L,1B,8/22/1990,Bakersfield,CA,3.81790457830677,0.732291670717279,0.191804602681309
148723,2017,Trenton,East,AA,NYA,Snyder,Matt,3,12,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0.167,0.167,0.167,334,27,6-6,193,L,R,1B,6/17/1990,Centreville,VA,9.46629856335304,0.77041755602244,0.0813853007980293
148753,2017,Round Rock,PCL,AAA,TEX,Cantwell,Pat,7,30,1,4,0,0,0,1,1,0,0,0,11,0,0,2,1,0.133,0.133,0.187,320,27,6-1,190,R,R,C,4/10/1990,West Islip,NY,6.00727607714632,0.22827649093156,0.038
149043,2017,Toledo,IL,AAA,DET,McVaney,Jeff,5,16,1,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0.062,0.062,0.167,229,27,6-2,210,R,L,OF,1/16/1990,Columbia,SC,5.73260447292665,0.0687912536751198,0.012
149178,2017,New Orleans,PCL,AAA,MIA,Serna,K.C.,34,89,13,19,5,1,4,16,0,1,3,0,18,1,2,0,2,0.213,0.427,0.234,661,27,6-0,185,R,R,3B-2B,10/15/1989,Ventura,CA,5.68589083216132,0.0568589083216132,0.01
149427,2017,Nashville,PCL,AAA,OAK,Taylor,Beau,41,142,26,41,6,0,3,17,0,1,20,2,32,0,1,0,6,0.289,0.394,0.374,768,27,5-11,180,R,R,C,2/13/1990,Rockledge,FL,6.91729113680689,0.359699139113958,0.052
149498,2017,Sacramento,PCL,AAA,SFN,Bernard,Wynton,82,193,28,49,8,2,2,14,13,1,12,0,41,3,1,2,7,0.254,0.347,0.303,650,26,6-2,185,R,R,OF,9/24/1990,Poway,CA,4.90861239366622,0.284699518832641,0.058
149527,2017,Arkansas,Tex,AA,SEA,Law,Adam,17,63,4,14,3,0,0,3,0,2,1,0,22,1,0,0,2,0.222,0.27,0.234,504,27,6-1,170,R,R,OF-3B,2/5/1990,Orem,UT,4.64450690967231,0.162138481497662,0.0349097298488251
149552,2017,Memphis,PCL,AAA,SLN,Martini,Nick,98,360,60,109,20,5,6,55,5,1,55,2,77,0,7,4,6,0.303,0.436,0.394,830,27,5-11,178,L,L,OF,6/27/1990,Park Ridge,IL,5.87187375173216,1.0217060328014,0.174
149698,2017,Lehigh Valley,IL,AAA,PHI,Rickles,Nick,9,28,2,7,1,0,0,5,0,0,2,0,9,0,0,0,0,0.25,0.286,0.3,586,27,6-3,210,R,R,C,2/2/1990,Fort Lauderdale,FL,9.04986448739704,1.37557940208435,0.152
149871,2017,Rochester,IL,AAA,MIN,Michael,Levi,12,41,4,10,1,0,1,6,1,0,3,0,11,0,1,0,0,0.244,0.341,0.289,630,26,5-10,170,B,R,SS-2B,2/9/1991,Welcome,NC,6.93471505000453,0.124824870900082,0.018
150142,2017,Pawtucket,IL,AAA,BOS,Witte,Jantzen,80,244,31,59,10,1,3,24,3,2,35,0,52,2,0,2,4,0.242,0.328,0.342,670,27,6-1,195,R,R,3B,1/4/1990,Arlington,TX,5.66459724973412,0.271900667987238,0.048
150308,2017,Reno,PCL,AAA,ARI,Medrano,Kevin,20,76,13,25,5,3,0,11,0,1,6,1,7,1,0,1,2,0.329,0.474,0.386,860,27,6-0,150,L,R,2B-3B,5/21/1990,West Covina,CA,6.56858248004863,0.0788229897605836,0.012
150891,2017,Colorado Springs,PCL,AAA,MIL,Orf,Nathan,125,434,103,139,32,11,9,65,7,2,54,1,75,3,9,7,11,0.32,0.507,0.397,904,27,5-8,165,R,R,2B,2/1/1990,Wentzville,MO,5.59178737201764,1.1742753481237,0.21
151019,2017,New Orleans,PCL,AAA,MIA,Towey,Cal,76,236,29,56,14,2,4,24,2,1,42,1,73,0,1,7,7,0.237,0.364,0.367,731,27,6-1,200,L,R,3B,2/6/1990,Bellevue,WA,6.49393638644541,0.493539165369851,0.076
151196,2017,Veracruz,Mex,AAA,-,Lopez,Carlos,100,378,61,118,16,1,1,41,1,4,43,5,62,0,4,1,5,0.312,0.368,0.38,748,27,6-2,205,L,R,OF,7/16/1989,Panorama City,CA,10.2374029419341,4.62730612975422,0.452
151218,2017,Harrisburg,East,AA,WAS,Lowery,Jake,19,56,6,12,4,0,0,5,0,0,10,0,16,0,0,0,0,0.214,0.286,0.333,619,26,6-0,195,L,R,C,7/21/1990,Midlothian,VA,5.11293567032054,0.322652768091167,0.0631051882706241
151270,2017,Gwinnett,IL,AAA,ATL,Kubitza,Kyle,91,286,46,69,5,5,5,25,5,5,39,0,89,1,3,2,7,0.241,0.346,0.333,679,26,6-4,190,L,R,3B,7/15/1990,Arlington,TX,4.07892940165308,0.63631298665788,0.156
151549,2017,Reno,PCL,AAA,ARI,Borenstein,Zach,122,384,80,107,27,7,24,91,2,1,45,1,126,0,4,0,10,0.279,0.573,0.351,924,26,6-0,225,L,R,OF,7/23/1990,Buffalo Grove,IL,3.84798253759804,0.415582114060588,0.108
151569,2017,Oklahoma City,PCL,AAA,LAN,Maggi,Drew,84,255,40,69,16,0,5,29,7,3,35,0,63,1,2,5,3,0.271,0.392,0.367,759,28,6-0,175,R,R,OF-SS,5/16/1989,Phoenix,AZ,5.31835545277635,0.191460796299949,0.036
151640,2017,Syracuse,IL,AAA,WAS,Skole,Matt,64,212,38,47,16,0,11,29,0,0,26,0,61,0,3,0,2,0.222,0.453,0.303,756,27,6-4,246,L,R,1B,7/30/1989,Woodstock,GA,4.59601618198177,0.744554621481047,0.162
151656,2017,Norfolk,IL,AAA,BAL,"O'Brien",Chris,3,5,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0.2,0.4,0.429,829,27,6-0,222,B,R,C,7/24/1989,Milwaukee,WI,8.30869005903046,0.0498521403541828,0.006
151805,2017,Arkansas,Tex,AA,SEA,Argo,Willie,19,67,8,12,6,0,2,7,0,0,4,0,28,0,0,0,0,0.179,0.358,0.225,583,27,6-1,205,R,R,OF,10/15/1989,Davenport,IA,3.67143958836978,0.0985119371313011,0.0268319646177381
151821,2017,Bowie,East,AA,BAL,Kemp,Jeff,22,78,8,20,2,0,2,8,1,0,9,1,23,1,1,0,2,0.256,0.359,0.33,689,27,6-0,195,R,R,2B,3/23/1990,Bowie,MD,3.62231144809854,0.0351790599154429,0.00971177117691229
151872,2017,Salt Lake,PCL,AAA,ANA,Johnson,Sherman,88,287,48,70,15,3,3,39,12,4,48,0,66,4,0,2,6,0.244,0.348,0.356,704,26,5-9,165,L,R,3B,7/15/1990,Tampa,FL,6.94819564942104,1.30626078209116,0.188
1519,2017,Oaxaca,Mex,AAA,-,Valenzuela,Mario,91,308,37,81,16,1,9,41,1,2,42,2,74,0,3,3,17,0.263,0.409,0.354,763,40,6-2,190,R,R,OF,3/10/1977,Isla San Marcos,MX,3.22217935491497,0.592881001304355,0.184
152485,2017,Iowa,PCL,AAA,CHN,Andreoli,John,118,430,81,105,24,8,14,49,26,10,65,1,138,5,1,4,3,0.244,0.435,0.348,783,27,6-1,200,R,R,OF,6/9/1990,Shrewsbury,MA,4.4752362122962,0.456474093654212,0.102
152711,2017,Toledo,IL,AAA,DET,Gonzalez,Miguel,24,73,2,14,1,0,0,2,1,0,3,0,18,0,1,0,1,0.192,0.205,0.221,426,26,6-0,200,R,R,C,12/3/1990,Porlamar,VZ,3.86835916533622,0.100577338298742,0.026
152743,2017,Indianapolis,IL,AAA,PIT,Ngoepe,Gift,77,264,33,58,15,5,6,27,2,4,28,0,91,1,3,3,7,0.22,0.383,0.299,682,27,5-10,165,B,R,SS,1/18/1990,Pietersburg,SA,5.46495491584505,0.120229008148591,0.022
152744,2017,Tabasco,Mex,AAA,-,Noris,Rogelios,76,230,24,60,8,1,8,31,2,2,10,0,49,3,3,3,3,0.261,0.409,0.297,706,28,6-2,192,R,R,LF,3/12/1989,Mazatlan,MX,5.1092383168813,0.531360784955656,0.104
152905,2017,Durango,Mex,AAA,-,Perez,Jairo,92,342,57,115,20,0,14,65,12,4,21,1,41,1,2,9,17,0.336,0.518,0.388,906,29,5-10,160,R,R,3B,6/10/1988,Acarigua,VZ,7.87368576044803,1.02357914885824,0.13
152929,2017,Scranton/WB,IL,AAA,NYA,Diaz,Francisco,4,13,0,3,2,0,0,4,0,0,1,0,3,1,0,0,2,0.231,0.385,0.286,671,27,5-10,158,B,R,C,3/21/1990,Punta Cardon,VZ,9.5693324687396,0.765546597499168,0.08
153437,2017,Bowie,East,AA,BAL,Rodriguez,Aderlin,125,484,61,135,25,1,22,76,0,0,43,5,102,0,4,5,15,0.279,0.471,0.341,812,25,6-3,210,R,R,3B,11/18/1991,Santo Domingo,DR,4.23094237263189,1.10595119354454,0.261395948264021
156069,2017,yucatan,Mex,AAA,-,Serrano,Ricardo,74,247,26,65,11,1,3,28,1,6,20,0,52,2,2,1,7,0.263,0.352,0.319,671,31,5-9,165,B,R,IF,4/3/1986,Gomez Palacio,MX,3.04035182634023,1.62354787526568,0.534
156310,2017,Springfield,Tex,AA,SLN,Thon,Dickie,52,169,14,40,8,2,4,15,1,0,11,0,56,3,1,0,4,0.237,0.379,0.282,661,25,6-1,170,R,R,SS,11/16/1991,San Juan,PR,4.13223003495571,0.111166181759374,0.0269022249049515
156312,2017,Oklahoma City,PCL,AAA,LAN,Ramos,Henry,30,105,16,31,8,0,3,8,2,2,6,0,13,0,0,0,2,0.295,0.457,0.333,790,25,6-2,187,B,R,OF,4/15/1992,Maunabo,PR,5.95638246470126,0.297819123235063,0.05
156321,2017,Reno,PCL,AAA,ARI,Reinheimer,Jack,129,482,87,134,19,2,4,56,12,8,47,0,86,0,6,2,9,0.278,0.351,0.341,692,24,6-0,165,R,R,SS,7/19/1992,Charlotte,NC,4.47794768204893,0.868721850317492,0.194
156369,2017,Erie,East,AA,DET,Allen,Will,2,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.125,125,25,6-3,210,R,R,C,3/25/1992,Gainesville,FL,7.28098538775718,0.429846365858803,0.0590368395164726
156374,2017,Corpus Christi,Tex,AA,HOU,Hyde,Mott,26,82,12,17,1,0,2,6,5,2,12,1,32,1,0,3,3,0.207,0.293,0.33,623,25,5-11,185,R,R,2B,3/10/1992,Resaca,GA,4.071503418652,0.0757540183468954,0.0186059080780475
156375,2017,Louisville,IL,AAA,CIN,Wallach,Chad,64,226,28,51,12,0,9,18,1,0,13,0,62,0,0,4,5,0.226,0.398,0.28,678,25,6-3,210,R,R,C,11/4/1991,Orange,CA,4.90312211822603,0.205931128965493,0.042
156379,2017,New Orleans,PCL,AAA,MIA,Kjerstad,Dexter,3,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,6-1,210,R,R,OF,1/19/1992,Amarillo,TX,9.02432298855701,0.0541459379313421,0.006
156393,2017,Frisco,Tex,AA,TEX,Vettleson,Drew,26,100,6,19,3,0,3,9,5,1,3,0,36,2,0,1,2,0.19,0.31,0.221,531,25,6-0,185,L,B,OF,7/19/1991,Tracyton,WA,3.79997698700974,0.133743131203534,0.0351957739904048
156426,2017,Durham,IL,AAA,TBA,"O'Conner",Justin,20,67,3,13,4,0,1,3,0,0,1,0,21,0,1,2,0,0.194,0.299,0.225,524,25,6-0,190,R,R,C,3/31/1992,Muncie,IN,6.29073593863265,0.163559134404449,0.026
156441,2017,Nashville,PCL,AAA,OAK,Brugman,Jaycob,38,153,17,42,5,1,1,9,3,1,19,1,28,0,0,0,2,0.275,0.34,0.355,695,25,5-11,170,L,L,OF,1/18/1992,Phoenix,AZ,4.65880842250476,2.01260523852205,0.432
156444,2017,Louisville,IL,AAA,CIN,Jagielo,Eric,42,118,8,19,4,0,0,6,0,1,15,1,30,1,0,5,1,0.161,0.195,0.283,478,25,6-2,195,L,R,3B,5/17/1992,Hinsdale,IL,8.56977663784363,0.154255979481185,0.018
156456,2017,Charlotte,IL,AAA,CHA,Pena,Roberto,60,200,11,42,7,0,3,17,0,0,11,0,29,1,0,2,7,0.21,0.29,0.258,548,25,6-0,180,B,R,C,6/8/1992,Caguas,PR,4.13771927373099,0.223436840781473,0.054
156461,2017,Rochester,IL,AAA,MIN,Goodrum,Niko,127,461,71,122,25,5,13,66,11,7,30,0,119,1,5,2,6,0.265,0.425,0.309,734,25,6-3,167,B,R,SS,2/28/1992,Jonesboro,GA,5.17666794420946,0.19671338187996,0.038
156470,2017,Bowie,East,AA,BAL,Gonzalez,Jay,44,134,21,38,7,3,0,10,13,3,27,0,33,3,3,0,5,0.284,0.381,0.396,777,26,5-10,180,L,L,OF,12/11/1990,Orlando,FL,4.53991103246717,0.117700857582713,0.0259258070788118
156474,2017,Toledo,IL,AAA,DET,Ficociello,Dominic,35,115,12,27,6,0,2,12,2,1,11,1,32,1,0,1,2,0.235,0.339,0.307,646,25,6-2,165,B,R,2B,4/10/1992,Fullerton,CA,5.39807140137415,0.0647768568164899,0.012
156485,2017,Lakeland,FSL,A+,DET,Verlander,Ben,49,165,15,38,7,0,1,14,0,4,17,1,36,0,2,1,4,0.23,0.291,0.303,594,25,6-3,170,R,R,OF,1/31/1992,Goochland,VA,5.76131764977324,0.155217588917995,0.0269413350128514
156492,2017,Portland,East,AA,BOS,DePew,Jake,32,101,11,22,0,0,2,11,1,0,8,0,20,1,0,2,6,0.218,0.277,0.288,565,25,6-1,220,R,R,C,3/1/1992,Granite City,IL,3.50962934634359,0.269861834006107,0.0768918331182907
156497,2017,Rochester,IL,AAA,MIN,Palka,Daniel,84,332,47,91,13,3,11,42,1,2,27,3,80,0,2,1,4,0.274,0.431,0.329,760,25,6-2,220,L,L,1B,10/28/1991,Greer,SC,6.22837311097662,1.17093414486361,0.188
156503,2017,Lehigh Valley,IL,AAA,PHI,Flores,Jorge,23,50,7,13,2,0,0,6,0,0,3,0,15,0,2,1,1,0.26,0.3,0.304,604,25,5-5,165,R,R,SS,11/25/1991,Chandler,AZ,7.95289376791017,0.0318115750716407,0.004
156510,2017,Palm Beach,FSL,A+,SLN,Wilson,Austin,37,119,8,20,0,0,0,11,0,1,8,0,39,0,0,2,5,0.168,0.168,0.233,401,25,6-4,210,R,R,OF,2/7/1992,Los Angeles,CA,5.90454479718368,0.459063590157425,0.0777474989056542
156514,2017,Buffalo,IL,AAA,TOR,Opitz,Shane,84,246,19,62,15,1,1,20,6,4,18,1,37,3,4,3,9,0.252,0.333,0.306,639,25,6-1,180,L,R,SS,1/10/1992,Centennial,CO,4.4306793511892,0.16836581534519,0.038
156517,2017,Memphis,PCL,AAA,SLN,Ravelo,Rangel,89,306,49,96,25,1,8,41,1,2,31,1,56,0,3,5,11,0.314,0.48,0.383,863,25,6-2,207,R,R,1B,4/24/1992,Hialeah,FL,5.65389202832629,1.27777959840174,0.226
156520,2017,Durham,IL,AAA,TBA,Brett,Ryan,12,40,2,10,5,0,0,3,1,0,0,0,7,0,0,0,1,0.25,0.375,0.25,625,25,5-9,180,B,R,2B,10/9/1991,Seattle,WA,5.82378070726024,2.69058668675423,0.462
156526,2017,Scranton/WB,IL,AAA,NYA,Culver,Cito,103,349,41,78,19,3,12,48,1,1,31,0,110,3,6,0,6,0.223,0.398,0.282,680,24,6-0,185,B,R,SS,8/26/1992,Rochester,NY,5.02031762478883,0.732966373219169,0.146
