"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Michael Burgess","- - -","19","543",".315","1.19","12.9 %","47.3 %","39.9 %","21.0 %","19.4 %","44.9 %","26.9 %","28.2 %","36.9 %","247","811","1058","sa389928"
"Jeff Larish","Tigers (AAA)","25","440",".293","1.09","16.8 %","43.4 %","39.8 %","30.3 %","19.3 %","49.8 %","26.4 %","23.8 %","11.4 %","691","1103","1794","5128"
"Jon Edwards","- - -","20","213",".378","0.88","16.2 %","39.3 %","44.4 %","19.2 %","19.2 %","49.6 %","24.8 %","25.6 %","32.1 %","118","306","424","1483"
"Jeff Bannon","- - -","28","98",".277","1.19","16.2 %","45.6 %","38.2 %","19.2 %","19.2 %","47.9 %","26.8 %","25.4 %","14.4 %","94","239","333","sa200180"
"Todd Linden","- - -","28","477",".378","1.58","16.7 %","51.1 %","32.2 %","7.9 %","19.1 %","46.6 %","23.5 %","29.9 %","9.8 %","835","1125","1960","1803"
"Ben Broussard","- - -","31","346",".289","1.22","17.2 %","45.6 %","37.2 %","22.5 %","19.1 %","43.8 %","27.3 %","28.9 %","8.5 %","512","839","1351","312"
"Jamie Romak","- - -","22","469",".310","0.78","16.2 %","36.7 %","47.1 %","20.6 %","19.1 %","51.1 %","20.3 %","28.7 %","29.1 %","228","671","899","5552"
"Ryan Strieby","Tigers (A+)","22","478",".297","0.82","13.2 %","39.0 %","47.8 %","11.2 %","19.1 %","47.5 %","25.6 %","26.9 %","25.2 %","212","636","848","sa326701"
"Brian Bogusevic","- - -","24","173",".398","3.67","19.0 %","63.6 %","17.4 %","0.0 %","19.0 %","34.1 %","30.2 %","35.7 %","9.5 %","226","355","581","4719"
"Wilin Rosario","Rockies (R)","19","291",".360","1.57","20.2 %","48.8 %","31.0 %","6.3 %","19.0 %","46.4 %","23.9 %","29.7 %","25.7 %","114","385","499","8002"
"Greg Halman","- - -","20","539",".323","0.88","15.3 %","39.5 %","45.1 %","17.0 %","19.0 %","51.3 %","25.5 %","23.2 %","38.5 %","151","780","931","6617"
"Tommy Pham","- - -","20","438",".279","1.18","12.3 %","47.5 %","40.3 %","11.6 %","18.9 %","46.7 %","21.9 %","31.4 %","35.8 %","173","793","966","2967"
"Joe Gaetti","- - -","26","325",".354","0.65","20.3 %","31.5 %","48.2 %","26.3 %","18.9 %","54.0 %","24.8 %","21.2 %","16.8 %","471","726","1197","sa225758"
"David Freese","Cardinals (AAA)","25","510",".350","1.17","14.8 %","45.9 %","39.3 %","12.3 %","18.8 %","42.0 %","29.1 %","28.9 %","10.7 %","715","1229","1944","9549"
"Aaron Luna","- - -","21","115",".196","0.72","8.3 %","38.3 %","53.3 %","15.6 %","18.8 %","53.2 %","25.8 %","21.0 %","24.3 %","79","143","222","sa454788"
"John Contreras","Cubs (R)","22","183",".305","1.13","15.0 %","45.0 %","40.0 %","16.7 %","18.8 %","48.1 %","24.8 %","27.1 %","27.7 %","78","236","314","sa455870"
"Craig Wilson","- - -","31","458",".301","0.87","19.6 %","37.5 %","42.9 %","21.2 %","18.6 %","53.2 %","22.7 %","24.1 %","13.4 %","650","1015","1665","1015"
"Tyler Weeden","Red Sox (A)","20","213",".293","1.21","20.8 %","43.3 %","35.8 %","27.9 %","18.6 %","58.4 %","21.6 %","20.0 %","33.8 %","101","313","414","sa327983"
"Andrew Brown","- - -","23","518",".343","1.19","20.3 %","43.2 %","36.5 %","15.0 %","18.6 %","42.8 %","24.8 %","32.4 %","17.4 %","580","993","1573","3837"
"Luis Exposito","- - -","21","443",".327","1.45","14.2 %","50.8 %","35.0 %","26.5 %","18.6 %","39.2 %","25.0 %","35.8 %","28.5 %","99","596","695","4398"
"Mike Grace","- - -","24","369",".344","1.93","9.3 %","59.7 %","31.0 %","15.7 %","18.6 %","46.0 %","20.7 %","33.3 %","35.5 %","136","537","673","sa327815"
"Daniel Rams","Twins (R)","19","166",".392","1.30","18.4 %","46.1 %","35.5 %","14.8 %","18.5 %","53.2 %","17.7 %","29.1 %","51.4 %","66","294","360","sa390353"
"Aaron Cunningham","- - -","22","490",".400","1.50","26.5 %","44.1 %","29.4 %","17.4 %","18.5 %","41.1 %","26.1 %","32.8 %","11.0 %","724","1179","1903","4087"
"Laynce Nix","Brewers (AAA)","27","420",".314","1.01","12.8 %","43.8 %","43.4 %","12.0 %","18.4 %","46.3 %","23.8 %","29.9 %","10.2 %","585","983","1568","1766"
"Dan Johnson","Rays (AAA)","28","486",".319","0.97","17.0 %","40.9 %","42.1 %","15.4 %","18.4 %","47.7 %","26.8 %","25.5 %","6.7 %","876","1126","2002","2167"
"Erubiel Durazo","Mexican (AAA)","33","208",".360","1.14","28.6 %","38.1 %","33.3 %","26.5 %","18.4 %","47.3 %","21.6 %","31.1 %","5.5 %","331","419","750","1413"
"Kenley Jansen","Dodgers (A)","20","277",".283","1.96","15.7 %","55.8 %","28.5 %","14.3 %","18.4 %","45.5 %","24.2 %","30.3 %","30.0 %","99","398","497","3096"
"Javier Herrera","Athletics (AA)","23","281",".337","1.96","19.0 %","53.6 %","27.4 %","18.4 %","18.4 %","46.8 %","21.0 %","32.3 %","13.5 %","378","708","1086","sa244221"
"Brett Harper","Giants (AAA)","26","370",".326","0.98","25.8 %","36.8 %","37.5 %","18.3 %","18.3 %","38.5 %","25.1 %","36.5 %","10.5 %","421","871","1292","sa200434"
"Steve Torrealba","Orioles (AA)","30","134",".289","0.86","13.7 %","40.0 %","46.3 %","18.2 %","18.2 %","49.0 %","20.4 %","30.6 %","19.9 %","55","166","221","119"
"Alexis Gomez","Marlins (AAA)","29","87",".250","1.27","16.7 %","46.7 %","36.7 %","4.5 %","18.2 %","36.1 %","32.8 %","31.2 %","10.9 %","123","197","320","1501"
"Brandon Moss","Red Sox (AAA)","24","182",".345","1.02","22.6 %","39.1 %","38.3 %","13.6 %","18.2 %","42.4 %","26.3 %","31.4 %","14.0 %","242","423","665","4467"
"Jeremy Reed","Mariners (AAA)","27","168",".354","2.09","23.9 %","51.5 %","24.6 %","24.2 %","18.2 %","43.8 %","23.4 %","32.9 %","6.2 %","215","354","569","4730"
"Roberto Petagine","Mexican (AAA)","37","160",".416","1.70","16.0 %","52.8 %","31.1 %","15.2 %","18.2 %","47.7 %","20.6 %","31.8 %","7.0 %","297","319","616","8607"
"Cristhian Presichi","Mexican (AAA)","27","429",".356","1.76","28.5 %","45.6 %","25.9 %","21.6 %","18.2 %","48.3 %","27.3 %","24.4 %","7.9 %","542","784","1326","sa184892"
"Chris Carter","Athletics (A+)","21","596",".290","0.47","7.8 %","29.6 %","62.6 %","13.9 %","18.1 %","43.8 %","31.5 %","24.7 %","31.4 %","335","825","1160","9911"
"Mendy Lopez","Mexican (AAA)","34","461",".353","0.85","27.1 %","33.5 %","39.4 %","15.6 %","18.0 %","40.1 %","32.5 %","27.4 %","9.4 %","787","1099","1886","1458"
"Jake Fox","- - -","25","579",".302","0.89","17.1 %","39.0 %","43.9 %","20.3 %","18.0 %","48.5 %","25.6 %","25.9 %","21.3 %","336","822","1158","6267"
"Ben Harrison","- - -","26","490",".361","1.37","20.5 %","46.0 %","33.6 %","17.0 %","18.0 %","44.9 %","23.4 %","31.7 %","13.2 %","727","1159","1886","sa254458"
"Quintin De Cuba","Mets (R)","20","152",".326","1.23","8.4 %","50.5 %","41.1 %","5.1 %","17.9 %","28.1 %","26.0 %","45.8 %","36.8 %","58","222","280","sa3001653"
"Danny Meier","Astros (A-)","22","203",".315","1.00","17.9 %","41.1 %","41.1 %","20.5 %","17.9 %","52.9 %","24.5 %","22.6 %","46.5 %","61","358","419","sa454690"
"Kieron Pope","Orioles (A)","21","421",".332","1.99","16.0 %","55.9 %","28.2 %","19.4 %","17.9 %","46.7 %","21.7 %","31.6 %","34.6 %","120","667","787","sa294373"
"Billy Butler","Royals (AAA)","22","115",".326","1.68","19.4 %","50.5 %","30.1 %","7.1 %","17.9 %","44.7 %","27.7 %","27.7 %","5.8 %","179","256","435","7399"
"Jose Leon","- - -","31","113",".320","1.32","16.7 %","47.4 %","35.9 %","21.4 %","17.9 %","46.3 %","26.3 %","27.5 %","13.4 %","138","250","388","sa3001097"
"Wladimir Balentien","Mariners (AAA)","23","275",".256","0.40","21.7 %","22.2 %","56.1 %","20.8 %","17.8 %","44.5 %","25.7 %","29.8 %","11.1 %","462","697","1159","3131"
"Brian McFall","Royals (AA)","24","404",".284","0.92","22.1 %","37.3 %","40.6 %","26.7 %","17.8 %","53.4 %","21.3 %","25.3 %","15.1 %","530","952","1482","sa225660"
"Miguel Fermin","Marlins (A-)","23","258",".362","0.76","12.4 %","37.8 %","49.7 %","19.8 %","17.7 %","60.6 %","18.7 %","20.7 %","28.1 %","46","335","381","sa455615"
"Tony Blanco","- - -","26","463",".355","0.98","19.9 %","39.6 %","40.5 %","19.1 %","17.6 %","42.7 %","26.9 %","30.4 %","13.6 %","540","1051","1591","2522"
"Bobby Scales","Cubs (AAA)","30","458",".384","1.59","25.2 %","45.9 %","28.9 %","18.8 %","17.6 %","54.0 %","17.9 %","28.2 %","9.9 %","729","1021","1750","2673"
"John Rodriguez","- - -","30","244",".329","1.19","18.3 %","44.4 %","37.3 %","26.3 %","17.5 %","52.2 %","24.8 %","22.9 %","15.2 %","360","577","937","2338"
"Marvin Lowrance","- - -","23","470",".318","1.13","19.5 %","42.7 %","37.7 %","15.8 %","17.5 %","46.7 %","24.8 %","28.4 %","26.2 %","268","686","954","sa253270"
"Jayson Nix","Rockies (AAA)","25","303",".337","0.71","16.6 %","34.7 %","48.7 %","24.7 %","17.5 %","55.6 %","27.5 %","16.9 %","8.8 %","430","697","1127","3790"
"Brock Kjeldgaard","Brewers (R)","22","343",".392","0.90","20.4 %","37.7 %","41.9 %","31.3 %","17.5 %","50.0 %","23.0 %","27.0 %","40.2 %","135","539","674","sa326252"
"Chris Swauger","Cardinals (A-)","21","199",".341","1.70","20.6 %","50.0 %","29.4 %","32.5 %","17.5 %","53.6 %","18.6 %","27.9 %","29.1 %","59","268","327","sa455020"
"Mark Trumbo","- - -","22","572",".288","0.92","17.2 %","39.6 %","43.2 %","24.0 %","17.5 %","37.7 %","26.6 %","35.7 %","19.9 %","290","852","1142","6876"
"George Kottaras","Red Sox (AAA)","25","462",".279","0.90","15.5 %","40.1 %","44.4 %","19.8 %","17.5 %","54.0 %","22.7 %","23.3 %","9.9 %","796","1107","1903","5506"
"Erik Kratz","- - -","28","279",".246","0.85","8.6 %","41.9 %","49.5 %","17.4 %","17.4 %","47.7 %","27.5 %","24.9 %","16.2 %","267","556","823","4403"
"Travis Ishikawa","- - -","24","469",".316","0.87","20.4 %","37.0 %","42.6 %","21.7 %","17.4 %","46.6 %","21.6 %","31.8 %","16.9 %","402","758","1160","4793"
"Ben Lasater","- - -","24","371",".345","1.22","13.9 %","47.3 %","38.8 %","14.1 %","17.4 %","39.8 %","28.7 %","31.6 %","33.0 %","149","508","657","sa389264"
"Jairo Martinez","- - -","21","131",".303","1.78","5.9 %","60.3 %","33.8 %","17.4 %","17.4 %","45.7 %","25.7 %","28.6 %","33.5 %","69","203","272","sa396226"
"Dewayne Wise","White Sox (AAA)","30","222",".344","1.48","15.7 %","50.3 %","34.0 %","17.3 %","17.3 %","45.9 %","27.7 %","26.4 %","8.3 %","302","503","805","1554"
"Lars Anderson","- - -","20","521",".381","1.47","20.7 %","47.2 %","32.1 %","11.5 %","17.3 %","45.2 %","20.5 %","34.2 %","24.3 %","322","662","984","9018"
"Jason Perry","- - -","27","433",".321","0.63","14.2 %","33.2 %","52.6 %","23.3 %","17.3 %","51.6 %","28.3 %","20.2 %","16.7 %","485","878","1363","4710"
"Chris Parmelee","Twins (A)","20","289",".299","0.43","19.4 %","24.3 %","56.3 %","25.9 %","17.3 %","38.5 %","29.1 %","32.4 %","28.8 %","226","405","631","2554"
"Javier Brito","- - -","25","295",".264","1.00","13.8 %","43.1 %","43.1 %","33.3 %","17.3 %","58.0 %","19.7 %","22.3 %","17.3 %","256","438","694","sa244090"
"Abner Abreu","Indians (R)","18","211",".285","1.05","9.0 %","46.5 %","44.4 %","20.3 %","17.2 %","42.0 %","30.7 %","27.3 %","36.0 %","43","307","350","sa455955"
"Jesus Guzman","- - -","24","458",".388","1.60","23.5 %","47.0 %","29.5 %","12.1 %","17.2 %","39.4 %","26.2 %","34.5 %","7.6 %","686","1116","1802","3118"
"Chase Headley","Padres (AAA)","24","295",".361","0.95","22.5 %","37.7 %","39.8 %","7.9 %","17.1 %","48.7 %","26.2 %","25.1 %","10.9 %","468","694","1162","4720"
"Sandy Madera","- - -","27","320",".302","1.62","15.7 %","52.1 %","32.2 %","23.7 %","17.1 %","46.5 %","19.2 %","34.3 %","12.3 %","245","485","730","sa208622"
"Phil Disher","Astros (A-)","23","318",".364","1.36","14.4 %","49.3 %","36.4 %","25.0 %","17.1 %","48.8 %","20.9 %","30.3 %","25.9 %","152","434","586","sa454608"
"Brian Dopirak","- - -","24","554",".337","0.85","16.9 %","38.3 %","44.9 %","14.7 %","17.1 %","44.7 %","26.0 %","29.3 %","29.5 %","206","726","932","sa202764"
"Brett Wallace","- - -","21","234",".387","1.79","16.0 %","53.8 %","30.1 %","17.0 %","17.0 %","47.2 %","16.0 %","36.8 %","15.8 %","168","359","527","8434"
"Manuel Bobadilla","Mexican (AAA)","24","262",".296","1.40","20.6 %","46.3 %","33.1 %","24.5 %","17.0 %","61.9 %","21.4 %","16.7 %","14.3 %","404","584","988","sa508026"
"Salvador Paniagua","- - -","25","187",".300","0.69","15.3 %","34.7 %","50.0 %","20.3 %","16.9 %","41.2 %","30.3 %","28.6 %","45.1 %","27","299","326","sa244172"
"Adam Witter","Giants (AA)","25","471",".267","1.01","19.7 %","40.3 %","40.0 %","16.1 %","16.9 %","54.5 %","24.3 %","21.3 %","26.9 %","274","611","885","sa326462"
"Matt Wallach","Dodgers (R)","22","205",".336","0.80","21.5 %","34.8 %","43.7 %","11.9 %","16.9 %","54.8 %","28.9 %","16.3 %","30.9 %","77","282","359","sa389937"
"Adam Boeve","Pirates (AAA)","28","294",".329","0.86","20.5 %","36.7 %","42.8 %","18.3 %","16.9 %","40.7 %","24.3 %","35.0 %","13.9 %","449","712","1161","sa226339"
"Ryan Roberson","- - -","24","510",".341","0.80","18.7 %","36.1 %","45.3 %","13.5 %","16.9 %","48.8 %","21.1 %","30.1 %","29.5 %","175","751","926","sa294015"
"Cameron Maybin","Marlins (AA)","21","459",".371","1.79","18.3 %","52.5 %","29.3 %","11.7 %","16.9 %","39.9 %","25.1 %","35.1 %","34.8 %","263","650","913","5223"
"Yusuf Carter","Cubs (A+)","23","313",".260","1.10","19.8 %","42.1 %","38.1 %","27.3 %","16.9 %","52.1 %","23.0 %","24.9 %","31.0 %","118","428","546","sa296710"
"Danny Putnam","- - -","25","382",".332","0.99","18.9 %","40.3 %","40.8 %","11.6 %","16.8 %","42.4 %","29.4 %","28.2 %","13.1 %","606","933","1539","8062"
"Danny Dorn","- - -","23","409",".311","0.61","19.2 %","30.7 %","50.2 %","14.5 %","16.8 %","49.3 %","24.1 %","26.7 %","30.7 %","186","547","733","1050"
"Chris Richard","Rays (AAA)","34","539",".347","0.74","21.3 %","33.5 %","45.2 %","16.8 %","16.8 %","44.1 %","27.8 %","28.1 %","14.3 %","779","1347","2126","163"
"Prentice Redman","- - -","28","530",".299","0.98","20.8 %","39.2 %","40.0 %","19.3 %","16.7 %","56.4 %","24.1 %","19.5 %","9.7 %","630","1032","1662","1811"
"Kazuo Matsui","- - -","32","20",".286","1.17","7.1 %","50.0 %","42.9 %","0.0 %","16.7 %","43.8 %","25.0 %","31.3 %","6.2 %","39","42","81","1854"
"Matt Treanor","Marlins (A+)","32","23",".308","1.17","7.1 %","50.0 %","42.9 %","16.7 %","16.7 %","50.0 %","35.7 %","14.3 %","12.8 %","24","23","47","2265"
"Brian Barton","Cardinals (AAA)","26","86",".327","1.28","21.2 %","44.2 %","34.6 %","5.6 %","16.7 %","44.2 %","28.9 %","26.9 %","17.8 %","121","211","332","2408"
"Travis Snider","- - -","20","559",".351","1.08","14.6 %","44.3 %","41.1 %","18.8 %","16.7 %","47.8 %","25.7 %","26.6 %","29.1 %","325","883","1208","2830"
"Shin-Soo Choo","Indians (AAA)","25","49",".370","3.00","14.3 %","64.3 %","21.4 %","0.0 %","16.7 %","57.1 %","25.0 %","17.9 %","12.0 %","94","122","216","3174"
"Zach Lutz","Mets (A-)","22","86",".368","1.44","26.7 %","43.3 %","30.0 %","22.2 %","16.7 %","45.0 %","20.0 %","35.0 %","11.8 %","60","101","161","3735"
"Jerry Sands","Dodgers (R)","20","185",".204","0.53","8.9 %","31.7 %","59.4 %","16.7 %","16.7 %","46.3 %","28.7 %","25.0 %","21.7 %","137","237","374","4016"
"Ryan Shealy","Royals (AAA)","28","468",".314","0.92","16.5 %","39.9 %","43.6 %","20.5 %","16.7 %","42.3 %","26.3 %","31.4 %","8.6 %","791","1168","1959","4443"
"Ramon Castro","Mets (A+)","32","24",".294","0.50","5.3 %","31.6 %","63.2 %","16.7 %","16.7 %","42.1 %","5.3 %","52.6 %","13.2 %","13","25","38","514"
"Lastings Milledge","- - -","23","17",".083","0.83","15.4 %","38.5 %","46.2 %","0.0 %","16.7 %","38.5 %","15.4 %","46.2 %","16.4 %","20","41","61","6441"
"Mike Kinkade","Mariners (AAA)","35","65",".270","1.58","18.4 %","50.0 %","31.6 %","16.7 %","16.7 %","46.2 %","30.8 %","23.1 %","17.0 %","78","157","235","660"
"Scott McClain","Giants (AAA)","36","556",".320","0.73","20.4 %","33.6 %","46.0 %","23.6 %","16.7 %","51.3 %","26.8 %","21.9 %","8.0 %","927","1249","2176","8951"
"Rick Asadoorian","Dodgers (AA)","27","8",".143","0.33","0.0 %","25.0 %","75.0 %","16.7 %","16.7 %","50.0 %","25.0 %","25.0 %","0.0 %","1","8","9","sa199222"
"Brian Stavisky","Angels (AA)","27","371",".343","1.05","20.9 %","40.6 %","38.6 %","10.4 %","16.7 %","46.9 %","25.0 %","28.1 %","9.7 %","576","823","1399","sa202098"
"C.J. Henry","Yankees (A+)","22","72",".342","1.58","18.4 %","50.0 %","31.6 %","8.3 %","16.7 %","43.6 %","25.6 %","30.8 %","41.0 %","23","111","134","sa291161"
"Ryan Mount","Angels (A+)","21","369",".317","1.29","18.2 %","46.1 %","35.7 %","19.8 %","16.7 %","47.5 %","26.5 %","26.1 %","27.5 %","106","483","589","sa295152"
"Charlie Pelt","Cardinals (A)","23","35",".182","1.50","28.6 %","42.9 %","28.6 %","50.0 %","16.7 %","41.7 %","8.3 %","50.0 %","38.1 %","10","53","63","sa390601"
"Chad Lembeck","Rockies (A-)","23","108",".193","1.61","16.1 %","51.8 %","32.1 %","22.2 %","16.7 %","50.8 %","29.5 %","19.7 %","39.3 %","32","174","206","sa394389"
"Levi Carolus","Orioles (R)","20","182",".371","1.19","14.0 %","46.7 %","39.3 %","31.0 %","16.7 %","53.9 %","24.4 %","21.7 %","42.0 %","47","282","329","sa396250"
"Alex Silversmith","- - -","22","85",".322","3.08","18.3 %","61.7 %","20.0 %","8.3 %","16.7 %","56.5 %","12.9 %","30.7 %","12.0 %","58","84","142","sa456430"
"Juan Francisco","Reds (A+)","21","541",".321","1.19","21.4 %","42.8 %","35.8 %","20.9 %","16.5 %","48.4 %","21.9 %","29.7 %","36.9 %","92","772","864","6978"
"Jamie D'Antona","Diamondbacks (AAA)","26","454",".391","1.12","23.4 %","40.5 %","36.2 %","12.6 %","16.5 %","37.7 %","24.3 %","38.0 %","11.2 %","535","1014","1549","5851"
"Kendrys Morales","- - -","25","362",".367","1.37","21.2 %","45.5 %","33.2 %","12.4 %","16.5 %","44.8 %","22.6 %","32.7 %","9.0 %","389","740","1129","8610"
"Rebel Ridling","- - -","22","260",".285","0.67","14.5 %","34.3 %","51.2 %","22.4 %","16.5 %","58.1 %","22.1 %","19.8 %","36.0 %","78","392","470","sa454798"
"Tagg Bozied","Marlins (AAA)","28","484",".318","0.79","17.6 %","36.4 %","46.0 %","16.4 %","16.4 %","49.4 %","25.7 %","24.9 %","8.0 %","778","1112","1890","sa201378"
"Jeff Bailey","Red Sox (AAA)","29","494",".331","0.76","16.1 %","36.3 %","47.5 %","24.2 %","16.3 %","52.1 %","21.8 %","26.1 %","8.4 %","789","1136","1925","2394"
"Ray Sadler","- - -","27","494",".302","0.82","17.8 %","37.0 %","45.3 %","22.2 %","16.3 %","56.3 %","22.7 %","21.0 %","11.4 %","717","1283","2000","2914"
"Jeramy Laster","Tigers (A+)","23","531",".282","0.67","10.3 %","35.9 %","53.8 %","16.3 %","16.3 %","48.4 %","29.8 %","21.8 %","45.3 %","184","894","1078","sa244031"
"Flint Wipke","- - -","25","216",".380","1.02","20.9 %","40.0 %","39.1 %","20.9 %","16.3 %","44.8 %","24.1 %","31.0 %","28.2 %","133","413","546","sa291709"
"Leivi Ventura","Mets (A+)","24","172",".257","1.51","6.9 %","56.0 %","37.1 %","23.3 %","16.3 %","50.8 %","19.2 %","30.0 %","27.0 %","44","241","285","sa295209"
"Luis Bautista","Cubs (A)","23","359",".353","1.61","19.0 %","50.0 %","31.0 %","15.0 %","16.3 %","39.9 %","21.4 %","38.7 %","23.1 %","100","462","562","sa394403"
"Eric Campbell","Braves (A+)","22","390",".254","0.97","14.2 %","42.2 %","43.7 %","27.4 %","16.2 %","55.5 %","25.2 %","19.3 %","16.3 %","221","455","676","sa253853"
"Nate Gold","Rangers (AAA)","28","542",".293","0.95","20.4 %","38.8 %","40.8 %","22.5 %","16.2 %","53.5 %","25.1 %","21.5 %","9.8 %","831","1276","2107","sa202232"
"Randy Ruiz","Twins (AAA)","30","456",".401","1.09","26.0 %","38.5 %","35.5 %","16.2 %","16.2 %","40.4 %","28.8 %","30.8 %","17.5 %","508","1010","1518","2761"
"Justin Ruggiano","Rays (AAA)","26","289",".402","1.04","22.8 %","39.4 %","37.8 %","10.3 %","16.2 %","44.0 %","23.4 %","32.6 %","12.6 %","438","717","1155","7620"
"Cole Figueroa","Padres (A-)","21","140",".298","1.71","8.7 %","57.6 %","33.7 %","9.7 %","16.1 %","35.0 %","26.0 %","39.0 %","16.1 %","99","149","248","8790"
"Elvin Polanco","Orioles (R)","21","241",".349","1.16","22.5 %","41.6 %","35.8 %","16.1 %","16.1 %","49.4 %","22.2 %","28.4 %","28.8 %","93","317","410","sa396241"
"Rhyne Hughes","Rays (AA)","24","450",".341","1.43","24.4 %","44.4 %","31.2 %","14.9 %","16.1 %","47.2 %","19.4 %","33.5 %","34.1 %","200","623","823","9955"
"Mike Mooney","- - -","25","340",".268","0.82","9.7 %","40.7 %","49.6 %","23.2 %","16.1 %","51.5 %","20.8 %","27.7 %","25.3 %","146","545","691","sa225828"
"Darling Read","Indians (R)","20","283",".354","0.84","12.4 %","40.0 %","47.6 %","14.8 %","16.0 %","39.7 %","31.6 %","28.7 %","37.4 %","123","412","535","sa502609"
"Collin Cowgill","- - -","22","326",".326","1.24","15.6 %","46.7 %","37.7 %","28.0 %","16.0 %","51.2 %","23.2 %","25.6 %","25.0 %","175","444","619","7250"
"Jonathan Aceves","Mexican (AAA)","30","176",".293","0.96","19.7 %","39.3 %","41.0 %","22.0 %","16.0 %","57.1 %","26.2 %","16.7 %","13.3 %","225","379","604","sa206467"
"Justin Johnson","Orioles (A+)","25","155",".290","2.72","7.9 %","67.3 %","24.8 %","16.0 %","16.0 %","48.6 %","22.9 %","28.6 %","22.8 %","74","189","263","sa327885"
"Ramon Santana","Twins (A)","22","280",".329","1.44","21.8 %","46.2 %","32.1 %","20.0 %","16.0 %","52.4 %","21.7 %","25.9 %","38.3 %","95","424","519","sa396254"
"Brandon Laird","Yankees (A)","20","506",".287","1.01","20.4 %","39.9 %","39.7 %","18.8 %","16.0 %","50.9 %","24.8 %","24.3 %","24.6 %","192","643","835","5476"
"Jai Miller","Marlins (AAA)","23","498",".338","1.11","15.8 %","44.3 %","39.9 %","11.8 %","16.0 %","42.1 %","27.2 %","30.7 %","13.4 %","792","1191","1983","5715"
"Said Gutierrez","Mexican (AAA)","28","226",".329","0.96","23.3 %","37.5 %","39.2 %","23.2 %","15.9 %","55.9 %","26.8 %","17.3 %","9.3 %","268","466","734","sa198297"
"Lorenzo Scott","- - -","26","311",".414","2.20","19.9 %","55.1 %","25.0 %","15.9 %","15.9 %","38.7 %","22.7 %","38.7 %","19.0 %","331","587","918","sa225832"
