"Name","Team","Age","PA","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Jose Ortiz","Reds (R)","18","49",".467","0.59","6.9 %","34.5 %","58.6 %","17.6 %","0.0 %","40.0 %","36.7 %","23.3 %","24.2 %","35","60","95","sa658327"
"Tyler Hollick","Giants (R)","19","143",".391","3.50","11.1 %","69.1 %","19.8 %","0.0 %","0.0 %","29.9 %","31.0 %","39.1 %","17.6 %","129","172","301","sa658345"
"Chuck Moorman","Rangers (R)","18","70",".267","1.00","22.7 %","38.6 %","38.6 %","23.5 %","0.0 %","42.2 %","20.0 %","37.8 %","19.7 %","44","88","132","sa658355"
"Shaq Thompson","Red Sox (R)","18","47",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","46.6 %","33","113","146","sa658398"
"Brauly Mejia","Astros (R)","17","94",".356","1.45","3.6 %","57.1 %","39.3 %","4.5 %","0.0 %","47.5 %","23.0 %","29.5 %","37.2 %","29","135","164","sa658469"
"Geral Silva","Marlins (R)","17","63",".194","2.44","11.4 %","62.9 %","25.7 %","22.2 %","0.0 %","55.3 %","15.8 %","29.0 %","34.9 %","27","99","126","sa658471"
"Kyle Newton","Rockies (R)","21","4",".000","1.00","0.0 %","50.0 %","50.0 %","50.0 %","0.0 %","25.0 %","0.0 %","75.0 %","0.0 %","1","4","5","sa658477"
"Robert Martinez","Athletics (R)","18","44",".529","0.38","35.3 %","17.6 %","47.1 %","37.5 %","0.0 %","33.3 %","33.3 %","33.3 %","29.8 %","38","66","104","sa658478"
"Miguel Beltran","Rays (R)","22","87",".224","1.47","13.0 %","51.9 %","35.2 %","26.3 %","0.0 %","40.4 %","26.3 %","33.3 %","27.9 %","41","106","147","sa658488"
"Zack Larson","Twins (R)","18","45",".333","1.22","23.1 %","42.3 %","34.6 %","22.2 %","0.0 %","63.0 %","18.5 %","18.5 %","20.9 %","13","54","67","sa658498"
"Zach Voight","White Sox (R)","21","90",".444","2.30","19.5 %","56.1 %","24.4 %","20.0 %","0.0 %","52.2 %","10.9 %","37.0 %","14.1 %","111","95","206","sa658512"
"James Brooks","- - -","23","149",".301","1.23","23.0 %","42.5 %","34.5 %","30.0 %","0.0 %","39.2 %","24.7 %","36.1 %","31.5 %","51","216","267","sa658515"
"Quinten Davis","- - -","19","176",".321","1.63","11.5 %","54.8 %","33.7 %","31.4 %","0.0 %","49.5 %","22.0 %","28.4 %","35.2 %","73","254","327","sa658516"
"Will Howard","Orioles (A-)","23","265",".268","1.50","11.0 %","53.4 %","35.6 %","20.6 %","0.0 %","38.1 %","21.1 %","40.7 %","26.8 %","78","347","425","sa658527"
"Avain Rachal","Reds (R)","18","132",".368","2.48","11.1 %","63.3 %","25.6 %","4.3 %","0.0 %","47.4 %","23.2 %","29.5 %","21.6 %","56","171","227","sa658535"
"Bo Altobelli","Twins (R)","21","67",".280","1.35","13.0 %","50.0 %","37.0 %","52.9 %","0.0 %","51.0 %","25.5 %","23.5 %","28.3 %","18","88","106","sa658536"
"Josh Almonte","Blue Jays (R)","18","71",".282","2.89","10.3 %","66.7 %","23.1 %","33.3 %","0.0 %","51.3 %","23.1 %","25.6 %","51.1 %","11","130","141","sa658538"
"D.J. Driggers","Tigers (R)","20","104",".254","1.56","16.4 %","50.9 %","32.7 %","22.2 %","0.0 %","42.1 %","17.5 %","40.4 %","38.7 %","27","159","186","sa658545"
"Casey Selsor","Nationals (R)","22","8",".250","0.33","0.0 %","25.0 %","75.0 %","0.0 %","0.0 %","50.0 %","25.0 %","25.0 %","33.3 %","8","10","18","sa658562"
"Trey Pascazi","Blue Jays (R)","18","36",".417","2.33","16.7 %","58.3 %","25.0 %","0.0 %","0.0 %","50.0 %","16.7 %","33.3 %","43.3 %","21","69","90","sa658563"
"Tommy Richards","Orioles (R)","22","123",".250","1.40","9.7 %","52.7 %","37.6 %","8.6 %","0.0 %","39.8 %","25.5 %","34.7 %","19.5 %","25","149","174","sa658574"
"Beau Maggi","Royals (R)","21","134",".289","1.63","13.7 %","53.4 %","32.9 %","25.0 %","0.0 %","50.7 %","16.9 %","32.5 %","21.8 %","103","177","280","sa658575"
"Tyler Gaffney","Pirates (A-)","21","151",".363","1.31","17.8 %","46.7 %","35.6 %","28.1 %","0.0 %","40.7 %","20.9 %","38.5 %","15.4 %","107","152","259","sa658578"
"Keaton Briscoe","Red Sox (R)","21","124",".254","1.12","13.1 %","45.9 %","41.0 %","24.0 %","0.0 %","43.8 %","26.6 %","29.7 %","35.6 %","80","190","270","sa658589"
"Daniel Duran","Rays (R)","23","67",".254","1.36","11.9 %","50.8 %","37.3 %","0.0 %","0.0 %","33.3 %","20.0 %","46.7 %","10.5 %","14","72","86","sa658590"
"Chad Carman","Phillies (R)","23","54",".333","1.77","18.2 %","52.3 %","29.5 %","38.5 %","0.0 %","53.3 %","15.6 %","31.1 %","12.3 %","13","60","73","sa658594"
"Alec Mehrten","Rockies (A-)","21","106",".282","2.53","13.0 %","62.3 %","24.7 %","31.6 %","0.0 %","42.5 %","25.0 %","32.5 %","18.6 %","36","125","161","sa658614"
"Damion Smith","Diamondbacks (R)","18","79",".424","4.20","18.8 %","65.6 %","15.6 %","0.0 %","0.0 %","15.2 %","24.2 %","60.6 %","34.7 %","66","124","190","sa658646"
"Miguel Paulino","Tigers (R)","18","29",".308","8.00","10.0 %","80.0 %","10.0 %","0.0 %","0.0 %","33.3 %","8.3 %","58.3 %","50.0 %","10","52","62","sa658647"
"Angel Ibanez","Astros (R)","21","248",".305","1.41","14.9 %","49.7 %","35.4 %","18.8 %","0.0 %","28.0 %","21.0 %","51.0 %","20.3 %","71","299","370","sa658650"
"K.C. Clabough","- - -","23","108",".240","1.31","8.2 %","52.1 %","39.7 %","44.8 %","0.0 %","52.0 %","20.0 %","28.0 %","16.1 %","48","120","168","sa658666"
"Eric Charles","Padres (A-)","23","30",".250","1.57","10.0 %","55.0 %","35.0 %","42.9 %","0.0 %","10.0 %","30.0 %","60.0 %","37.5 %","7","41","48","sa658680"
"Eduardo Mendivil","Mexican (AAA)","20","9",".600","0.50","40.0 %","20.0 %","40.0 %","50.0 %","0.0 %","20.0 %","20.0 %","60.0 %","18.4 %","9","29","38","sa658698"
"Jimmy Rider","- - -","22","152",".226","1.51","12.0 %","53.0 %","35.0 %","37.1 %","0.0 %","60.8 %","15.9 %","23.4 %","17.8 %","80","189","269","sa658768"
"Rashad Brown","Tigers (R)","18","110",".352","1.45","16.9 %","49.2 %","33.8 %","4.5 %","0.0 %","39.1 %","34.8 %","26.1 %","34.8 %","33","151","184","sa658792"
"Bryan Santy","Twins (R)","22","68",".348","1.20","15.4 %","46.2 %","38.5 %","13.3 %","0.0 %","34.1 %","20.5 %","45.5 %","6.5 %","32","60","92","sa658800"
"David Cruz","Marlins (R)","20","56",".269","0.55","26.1 %","26.1 %","47.8 %","54.5 %","0.0 %","52.2 %","26.1 %","21.7 %","39.3 %","29","83","112","sa658806"
"Chris Wolfe","Athletics (R)","22","60",".297","1.54","2.9 %","58.8 %","38.2 %","7.7 %","0.0 %","29.0 %","26.3 %","44.7 %","25.4 %","46","72","118","sa658808"
"Jake Brown","White Sox (R)","22","201",".318","2.17","14.0 %","58.9 %","27.1 %","8.6 %","0.0 %","27.6 %","19.4 %","53.0 %","23.6 %","109","251","360","sa658810"
"Corey Thompson","White Sox (R)","22","25",".400","1.50","33.3 %","40.0 %","26.7 %","0.0 %","0.0 %","53.3 %","13.3 %","33.3 %","19.2 %","17","30","47","sa658829"
"Richard Palase","- - -","21","86",".256","0.76","9.8 %","39.0 %","51.2 %","52.4 %","0.0 %","47.7 %","18.2 %","34.1 %","29.6 %","48","131","179","sa658893"
"Steel Russell","- - -","21","143",".216","1.61","18.9 %","50.0 %","31.1 %","24.2 %","0.0 %","47.2 %","20.4 %","32.4 %","21.5 %","46","177","223","sa658894"
"Marsalis Holloway","Royals (R)","19","40",".190","1.63","0.0 %","61.9 %","38.1 %","50.0 %","0.0 %","36.4 %","18.2 %","45.5 %","21.7 %","22","61","83","sa658948"
"David Lyon","Rangers (R)","22","91",".283","0.73","23.7 %","32.2 %","44.1 %","34.6 %","0.0 %","51.7 %","18.3 %","30.0 %","27.5 %","51","116","167","sa658989"
"Nick Hamilton","Indians (R)","22","63",".286","3.38","10.3 %","69.2 %","20.5 %","50.0 %","0.0 %","39.5 %","14.0 %","46.5 %","14.6 %","43","67","110","sa659006"
"Pedro Pizarro","Angels (R)","18","55",".250","1.00","14.3 %","42.9 %","42.9 %","13.3 %","0.0 %","36.1 %","22.2 %","41.7 %","39.8 %","15","83","98","sa659010"
"Jacob Kapstein","Tigers (R)","18","37",".250","0.88","0.0 %","46.7 %","53.3 %","50.0 %","0.0 %","38.9 %","11.1 %","50.0 %","41.2 %","17","51","68","sa659015"
"Miguel Rodriguez","Red Sox (R)","21","103",".239","0.67","11.8 %","35.3 %","52.9 %","25.0 %","0.0 %","45.8 %","26.4 %","27.8 %","33.3 %","35","145","180","sa659046"
"Dalton Smith","Yankees (R)","18","28",".263","2.00","5.3 %","63.2 %","31.6 %","16.7 %","0.0 %","47.4 %","21.1 %","31.6 %","23.5 %","17","34","51","sa659050"
"Cristian Munoz","Padres (R)","17","46",".444","0.58","24.0 %","28.0 %","48.0 %","25.0 %","0.0 %","44.4 %","25.9 %","29.6 %","24.2 %","37","54","91","sa659055"
"Edward Sappelt","Marlins (R)","17","21",".167","9.00","16.7 %","75.0 %","8.3 %","100.0 %","0.0 %","30.8 %","15.4 %","53.9 %","35.9 %","8","31","39","sa659058"
"Thurman Hall","White Sox (R)","19","72",".275","4.50","13.2 %","71.1 %","15.8 %","33.3 %","0.0 %","27.9 %","23.3 %","48.8 %","34.5 %","35","104","139","sa659061"
"Daniel Devonshire","Blue Jays (R)","20","34",".267","4.50","21.4 %","64.3 %","14.3 %","50.0 %","0.0 %","40.0 %","33.3 %","26.7 %","21.9 %","22","51","73","sa659064"
"Charlie Neil","Tigers (A-)","22","60",".276","1.78","13.8 %","55.2 %","31.0 %","55.6 %","0.0 %","30.0 %","30.0 %","40.0 %","43.3 %","34","93","127","sa659073"
"Jack Graham","Orioles (R)","22","39",".222","1.83","5.6 %","61.1 %","33.3 %","16.7 %","0.0 %","61.1 %","11.1 %","27.8 %","53.8 %","17","63","80","sa659081"
"Nik Balog","Orioles (R)","22","93",".427","1.08","27.8 %","37.5 %","34.7 %","12.0 %","0.0 %","45.2 %","24.7 %","30.1 %","12.4 %","28","101","129","sa659190"
"Wuilmer Becerra","Blue Jays (R)","17","39",".308","0.73","20.8 %","33.3 %","45.8 %","27.3 %","0.0 %","53.9 %","30.8 %","15.4 %","29.2 %","18","47","65","sa659205"
"Jordan Walton","- - -","22","133",".315","1.31","16.9 %","47.2 %","36.0 %","28.1 %","0.0 %","51.1 %","22.3 %","26.6 %","32.3 %","36","181","217","sa659223"
"Elier Hernandez","Royals (R)","17","267",".283","2.94","16.9 %","62.0 %","21.1 %","14.3 %","0.0 %","42.2 %","21.6 %","36.2 %","28.6 %","73","385","458","sa659238"
"Adam Ford","Padres (R)","18","86",".311","2.93","6.8 %","69.5 %","23.7 %","14.3 %","0.0 %","34.9 %","33.3 %","31.8 %","18.2 %","47","101","148","sa659257"
"Chad Nacapoy","Rays (R)","22","56",".314","0.58","11.8 %","32.4 %","55.9 %","21.1 %","0.0 %","40.0 %","22.9 %","37.1 %","24.6 %","42","68","110","sa659270"
"Scott Kalush","- - -","22","115",".203","1.35","15.6 %","48.4 %","35.9 %","30.4 %","0.0 %","59.1 %","19.7 %","21.2 %","25.4 %","75","157","232","sa659275"
"Geoff Rowan","- - -","22","19",".200","2.50","6.7 %","66.7 %","26.7 %","50.0 %","0.0 %","66.7 %","0.0 %","33.3 %","20.7 %","5","24","29","sa659302"
"Bubu Garcia","Diamondbacks (R)","18","38",".192","0.91","16.0 %","40.0 %","44.0 %","27.3 %","0.0 %","53.9 %","15.4 %","30.8 %","31.2 %","4","57","61","sa659303"
"Andres Aguilar","Orioles (R)","18","123",".302","1.06","15.0 %","43.8 %","41.3 %","9.1 %","0.0 %","40.0 %","21.2 %","38.8 %","34.2 %","30","160","190","sa659310"
"Beau Te Wera Bishop","Red Sox (R)","18","56",".270","2.25","27.8 %","50.0 %","22.2 %","37.5 %","0.0 %","37.8 %","27.0 %","35.1 %","30.3 %","14","85","99","sa659313"
"Leudy Molina","Marlins (R)","17","131",".338","1.10","15.3 %","44.4 %","40.3 %","10.3 %","0.0 %","40.0 %","24.0 %","36.0 %","34.3 %","73","195","268","sa659349"
"Hengerber Medina","Giants (R)","17","166",".357","1.97","10.7 %","59.2 %","30.1 %","16.1 %","0.0 %","47.4 %","22.8 %","29.8 %","12.5 %","126","171","297","sa659366"
"Liam Bedford","Phillies (R)","19","25",".158","2.40","10.5 %","63.2 %","26.3 %","80.0 %","0.0 %","36.8 %","15.8 %","47.4 %","18.9 %","6","31","37","sa659406"
"Angel Vargas","Braves (R)","24","54",".300","1.43","15.0 %","50.0 %","35.0 %","0.0 %","0.0 %","38.1 %","33.3 %","28.6 %","36.4 %","39","93","132","sa659409"
"Ryan McChesney","Rays (R)","22","54",".237","0.89","8.1 %","43.2 %","48.6 %","22.2 %","0.0 %","46.0 %","16.2 %","37.8 %","17.2 %","29","58","87","sa659410"
"Freddy Zorrilla","Phillies (R)","17","87",".320","4.71","16.7 %","68.8 %","14.6 %","14.3 %","0.0 %","46.0 %","18.0 %","36.0 %","32.1 %","54","111","165","sa659413"
"Rafael Gomez","Dodgers (R)","17","81",".306","1.00","8.6 %","45.7 %","45.7 %","31.3 %","0.0 %","29.7 %","21.6 %","48.7 %","28.4 %","64","119","183","sa659438"
"Luis Alcantara","Dodgers (R)","19","77",".311","0.92","9.1 %","43.6 %","47.3 %","26.9 %","0.0 %","55.7 %","21.3 %","23.0 %","21.8 %","18","92","110","sa659439"
"Dalfis Ortiz","Cubs (R)","20","112",".338","3.31","15.2 %","65.2 %","19.7 %","23.1 %","0.0 %","47.8 %","26.1 %","26.1 %","18.7 %","89","136","225","sa659440"
"Crisford Adames","Rangers (R)","17","6",".333","0.00","0.0 %","0.0 %","100.0 %","33.3 %","0.0 %","0.0 %","66.7 %","33.3 %","41.7 %","0","12","12","sa659447"
"Ozzie Liranzo","Yankees (R)","19","70",".325","1.75","13.2 %","55.3 %","31.6 %","0.0 %","0.0 %","46.3 %","19.5 %","34.2 %","19.7 %","70","77","147","sa659449"
"Marcos Derkes","Rockies (R)","20","216",".369","1.31","14.5 %","48.6 %","37.0 %","7.8 %","0.0 %","38.0 %","26.8 %","35.2 %","17.6 %","138","238","376","sa659451"
"Elliott Hargreaves","Reds (R)","18","46",".257","6.50","11.8 %","76.5 %","11.8 %","0.0 %","0.0 %","37.1 %","22.9 %","40.0 %","26.3 %","19","57","76","sa659462"
"Felipe Talos","Mariners (R)","17","69",".327","2.17","25.5 %","51.0 %","23.5 %","16.7 %","0.0 %","42.3 %","21.2 %","36.5 %","19.8 %","33","78","111","sa659499"
"Miles Walding","Diamondbacks (R)","23","77",".283","1.17","11.4 %","47.7 %","40.9 %","38.9 %","0.0 %","30.4 %","26.1 %","43.5 %","26.2 %","34","115","149","sa659512"
"Ryan Meade","Royals (R)","23","13",".222","0.29","0.0 %","22.2 %","77.8 %","0.0 %","0.0 %","22.2 %","11.1 %","66.7 %","12.5 %","9","15","24","sa659547"
"Jose Rosa","Mariners (R)","18","19",".200","3.00","20.0 %","60.0 %","20.0 %","0.0 %","0.0 %","46.7 %","20.0 %","33.3 %","36.4 %","6","27","33","sa659555"
"Juruengelo Tielman","Braves (R)","19","134",".326","1.52","16.1 %","50.6 %","33.3 %","13.8 %","0.0 %","43.8 %","24.7 %","31.5 %","35.0 %","56","190","246","sa659588"
"Jose Guedez","Mariners (R)","17","38",".429","2.75","28.6 %","52.4 %","19.0 %","50.0 %","0.0 %","66.7 %","19.1 %","14.3 %","31.9 %","21","48","69","sa659590"
"Daniel Paula","Reds (R)","19","92",".377","2.11","20.3 %","54.1 %","25.7 %","10.5 %","0.0 %","36.4 %","24.7 %","39.0 %","14.3 %","29","104","133","sa659601"
"Carlos Figueroa","Mexican (AAA)","20","4",".333","2.00","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","4.6 %","10","12","22","sa659614"
"Henry Lunar","Indians (R)","18","7",".667","0.50","0.0 %","33.3 %","66.7 %","50.0 %","0.0 %","66.7 %","0.0 %","33.3 %","80.0 %","0","15","15","sa659668"
"Chance Ross","Angels (R)","22","87",".328","2.14","27.9 %","49.2 %","23.0 %","35.7 %","0.0 %","39.1 %","18.8 %","42.2 %","21.0 %","40","98","138","sa659713"
"Jesus Gonzalez","Rangers (R)","17","38",".267","1.60","13.3 %","53.3 %","33.3 %","0.0 %","0.0 %","66.7 %","6.7 %","26.7 %","33.3 %","39","48","87","sa659747"
"Alejandro Piloto","Braves (R)","20","39",".429","2.80","29.6 %","51.9 %","18.5 %","40.0 %","0.0 %","37.9 %","24.1 %","37.9 %","12.3 %","13","52","65","sa659787"
"Jorge Camorlinga","Mexican (AAA)","23","5",".250","0.50","0.0 %","33.3 %","66.7 %","0.0 %","0.0 %","25.0 %","0.0 %","75.0 %","6.7 %","5","10","15","sa659901"
"Cristopher Ynoa","Marlins (R)","19","162",".333","0.77","16.1 %","36.6 %","47.3 %","31.8 %","0.0 %","57.0 %","24.0 %","19.0 %","35.6 %","76","230","306","sa659902"
"Victor Padron","Tigers (R)","17","54",".300","7.50","8.1 %","81.1 %","10.8 %","25.0 %","0.0 %","15.0 %","22.5 %","62.5 %","11.2 %","37","52","89","sa659905"
"Seong-min Kim","Athletics (R)","19","25",".375","2.20","0.0 %","68.8 %","31.3 %","0.0 %","0.0 %","43.8 %","43.8 %","12.5 %","18.2 %","10","34","44","sa659908"
"Jose De Luna","Diamondbacks/Reds (R)","18","123",".165","2.48","10.1 %","64.0 %","25.8 %","39.1 %","0.0 %","47.8 %","16.3 %","35.9 %","31.7 %","38","161","199","sa659947"
"Alberto Mineo","Cubs (R)","17","62",".216","5.20","11.4 %","74.3 %","14.3 %","20.0 %","0.0 %","52.6 %","13.2 %","34.2 %","27.6 %","42","81","123","sa660295"
"Ismael Martinez","Mexican (AAA)","19","30",".533","1.20","21.4 %","42.9 %","35.7 %","60.0 %","0.0 %","46.7 %","26.7 %","26.7 %","15.2 %","35","77","112","sa660373"
"Gregori Titts","Red Sox (R)","17","72",".196","3.10","8.9 %","68.9 %","22.2 %","20.0 %","0.0 %","41.7 %","25.0 %","33.3 %","26.0 %","37","90","127","sa660408"
"Michael Albaladejo","Nationals (R)","22","52",".275","2.00","13.2 %","57.9 %","28.9 %","27.3 %","0.0 %","46.3 %","26.8 %","26.8 %","13.0 %","13","64","77","sa660585"
"Bobby Fisher-Brown","Royals (R)","22","81",".346","1.32","15.4 %","48.1 %","36.5 %","21.1 %","0.0 %","40.4 %","26.9 %","32.7 %","28.7 %","28","115","143","sa660745"
"Leudy Garcia","Blue Jays (R)","17","153",".388","1.00","13.4 %","43.3 %","43.3 %","31.0 %","0.0 %","42.9 %","27.6 %","29.6 %","34.0 %","69","225","294","sa660831"
"Francisco Rosario","- - -","21","60",".417","3.00","17.6 %","61.8 %","20.6 %","42.9 %","0.0 %","30.6 %","27.8 %","41.7 %","32.1 %","22","84","106","sa660901"
"Junior Estrella","Red Sox (R)","19","59",".424","3.83","9.4 %","71.9 %","18.8 %","0.0 %","0.0 %","51.5 %","24.2 %","24.2 %","28.1 %","46","82","128","sa679475"
"Mario Rivas","Mexican (AAA)","20","15",".091","1.67","11.1 %","55.6 %","33.3 %","0.0 %","0.0 %","36.4 %","27.3 %","36.4 %","9.8 %","22","39","61","sa679713"
"Luis Subero","Dodgers (R)","17","25",".208","1.33","8.7 %","52.2 %","39.1 %","11.1 %","0.0 %","50.0 %","23.1 %","26.9 %","0.0 %","1","25","26","sa679714"
"Diory Paulino","Red Sox (R)","17","8",".200","5.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","40.0 %","20.0 %","40.0 %","64.3 %","0","14","14","sa680082"
"Alex Roy","Mariners (R)","16","1",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","0.0 %","4","0","4","sa681090"
"Luis Chavez-Gamboa","Mexican (AAA)","19","2",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","9.1 %","6","5","11","sa681594"
"Gabriel Gomez Topete","Mexican (AAA)","17","12",".000","0.60","0.0 %","37.5 %","62.5 %","20.0 %","0.0 %","55.6 %","0.0 %","44.4 %","17.1 %","10","25","35","sa681596"
"Erick Sandoval","Mexican (AAA)","19","24",".294","1.80","17.6 %","52.9 %","29.4 %","0.0 %","0.0 %","23.5 %","23.5 %","52.9 %","13.0 %","31","61","92","sa686035"
"Armando Guerrero","Mexican (AAA)","21","11",".250","1.00","0.0 %","50.0 %","50.0 %","50.0 %","0.0 %","25.0 %","0.0 %","75.0 %","16.4 %","22","33","55","sa687428"
"Luis Huerta","Mexican (AAA)","18","3",".000","0.00","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","15.4 %","5","8","13","sa688542"
"Jose Luna","Mexican (AAA)","19","5",".500","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","11.8 %","6","11","17","sa688550"
"Luis Benitez","Pirates (R)","18","131",".250","1.88","9.2 %","59.2 %","31.6 %","25.0 %","0.0 %","34.1 %","32.9 %","32.9 %","19.8 %","103","150","253","sa688600"
"Joe Andrade","- - -","22","67",".295","1.83","19.0 %","52.4 %","28.6 %","16.7 %","0.0 %","54.6 %","22.7 %","22.7 %","25.0 %","35","89","124","sa688601"
"Gerald Chin","Braves (R)","19","87",".348","1.36","7.8 %","53.1 %","39.1 %","12.0 %","0.0 %","33.3 %","28.8 %","37.9 %","25.9 %","34","109","143","sa688945"
"Arturo Rodriguez","Mexican (AAA)","20","7",".250","0.50","25.0 %","25.0 %","50.0 %","0.0 %","0.0 %","25.0 %","50.0 %","25.0 %","0.0 %","18","19","37","sa688986"
"Delmar Canche","Mexican (AAA)","18","11",".125","2.50","0.0 %","71.4 %","28.6 %","0.0 %","0.0 %","44.4 %","33.3 %","22.2 %","6.1 %","8","25","33","sa690622"
"Junior Carrion","Mets (R)","18","106",".333","2.00","10.0 %","60.0 %","30.0 %","11.1 %","0.0 %","56.3 %","17.2 %","26.6 %","45.8 %","35","166","201","sa691183"
"David Jones","- - -","22","42",".321","1.56","17.9 %","50.0 %","32.1 %","11.1 %","0.0 %","42.9 %","32.1 %","25.0 %","14.5 %","30","46","76","sa691204"
"Edson Garcia","Mexican (AAA)","19","6",".167","3.00","33.3 %","50.0 %","16.7 %","0.0 %","0.0 %","16.7 %","16.7 %","66.7 %","9.5 %","10","11","21","sa691751"
"Eric Maria","Rays (R)","18","66",".236","1.74","3.7 %","61.1 %","35.2 %","31.6 %","0.0 %","70.9 %","12.7 %","16.4 %","12.8 %","31","71","102","sa691752"
"Jon Carnahan","Astros (R)","22","38",".281","1.18","20.0 %","43.3 %","36.7 %","45.5 %","0.0 %","43.8 %","12.5 %","43.8 %","3.9 %","8","44","52","sa691813"
"Isael Henriquez","Braves (R)","18","44",".500","0.89","19.0 %","38.1 %","42.9 %","11.1 %","0.0 %","22.7 %","45.5 %","31.8 %","29.0 %","26","67","93","sa691994"
"Mitchell Martes","Athletics (R)","17","22",".375","0.20","25.0 %","12.5 %","62.5 %","40.0 %","0.0 %","33.3 %","22.2 %","44.4 %","37.7 %","13","40","53","sa692031"
"Jeremy McLeod","Rockies (R)","21","41",".400","5.00","21.7 %","65.2 %","13.0 %","0.0 %","0.0 %","36.0 %","20.0 %","44.0 %","31.6 %","14","62","76","sa692098"
"Jordan Guida","- - -","23","24",".500","0.67","28.6 %","28.6 %","42.9 %","66.7 %","0.0 %","35.7 %","21.4 %","42.9 %","24.4 %","16","29","45","sa692214"
"Antonio Rodriguez","White Sox (R)","17","22",".357","3.33","7.1 %","71.4 %","21.4 %","0.0 %","0.0 %","42.9 %","28.6 %","28.6 %","39.0 %","6","35","41","sa694155"
"Derwin Pomare","Padres (R)","17","22",".583","1.00","16.7 %","41.7 %","41.7 %","0.0 %","0.0 %","41.7 %","25.0 %","33.3 %","46.7 %","8","37","45","sa694161"
"B.J. Lopez","Diamondbacks (R)","17","21",".200","0.50","25.0 %","25.0 %","50.0 %","0.0 %","0.0 %","0.0 %","40.0 %","60.0 %","30.0 %","26","34","60","sa694185"
"Aldi Guzman","Reds (R)","19","21",".333","5.00","16.7 %","83.3 %","0.0 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","63.5 %","4","48","52","sa694186"
"Erick Mejia","Mariners (R)","17","52",".216","1.82","13.9 %","55.6 %","30.6 %","18.2 %","0.0 %","40.5 %","16.2 %","43.2 %","19.4 %","34","59","93","sa694960"
"Randy Reyes","Rockies (R)","19","33",".333","1.63","8.7 %","56.5 %","34.8 %","25.0 %","0.0 %","52.0 %","20.0 %","28.0 %","20.0 %","6","49","55","sa696310"
"Bernys Almarante","Dodgers (R)","18","3",".000","1.00","0.0 %","50.0 %","50.0 %","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","50.0 %","1","5","6","sa696418"
"Albert Romano","Dodgers (R)","16","30",".192","1.30","11.5 %","50.0 %","38.5 %","20.0 %","0.0 %","42.3 %","15.4 %","42.3 %","14.6 %","9","32","41","sa696493"
"Jorlin Chales","Dodgers (R)","17","5",".333","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","50.0 %","3","9","12","sa697457"
"Yariel Vargas","Orioles (R)","17","15",".222","0.75","0.0 %","42.9 %","57.1 %","0.0 %","0.0 %","44.4 %","22.2 %","33.3 %","17.2 %","14","15","29","sa700757"
"Cory Segui","- - -","20","30",".200","0.63","13.3 %","33.3 %","53.3 %","37.5 %","0.0 %","26.7 %","33.3 %","40.0 %","53.2 %","14","48","62","sa700975"
"Brett Frantini","Orioles (R)","22","7",".000","1.00","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","17.7 %","6","11","17","sa700977"
"Jake Chaplin","Dodgers (R)","22","4",".333","2.00","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","66.7 %","33.3 %","0.0 %","16.7 %","0","6","6","sa703381"
"Selme Angulo","Dodgers (A+)","27","2",".000","1.00","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","50.0 %","0","4","4","sa704484"
"Keith Butler","Cardinals (AA)","23","0",".000","","","","","","","","","","","","","","10080"
"Hunter Cervenka","Red Sox (A)","22","0",".000","","","","","","","","","","","","","","10510"
"Ryan Tucker","Dodgers (AAA)","25","0",".000","","","","","","","","","","","","","","1062"
"Josh Edgin","Mets (AAA)","25","0",".000","","","","","","","","","","","","","","10796"
"Adam Kolarek","Mets (AA)","23","0",".000","","","","","","","","","","","","","","10843"
"Grant Dayton","Marlins (AA)","24","0",".000","","","","","","","","","","","","","","11203"
"Aaron Barrett","Nationals (A)","24","0",".000","","","","","","","","","","","","","","11243"
"Dayan Diaz","Astros (A)","23","0",".000","","","","","","","","","","","","","","11543"
"Lendy Castillo","Cubs (AA)","23","0",".000","","","","","","","","","","","","","","11562"
"Heath Hembree","Giants (AAA)","23","0",".000","","","","","","","","","","","","","","11632"
"Cody Hall","Giants (A)","24","0",".000","","","","","","","","","","","","","","12232"
