"Name","Team","Age","IP","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","Pull%","Cent%","Oppo%","SwStr%","Balls","Strikes","Pitches","playerid"
"Eduardo Salazar","Reds (R)","19","60.0",".298","1.82","19.8 %","51.7 %","28.5 %","28.6 %","2.0 %","46.6 %","18.5 %","34.8 %","33.5 %","46","327","373","sa3003131"
"Luis Rosario","Rangers (R)","20","48.0",".229","1.39","12.7 %","50.7 %","36.6 %","30.6 %","2.0 %","50.3 %","20.0 %","29.7 %","40.4 %","27","275","302","sa827956"
"Thomas Burrows","Braves (A)","22","66.2",".303","1.53","13.3 %","52.4 %","34.3 %","28.6 %","2.0 %","46.1 %","24.7 %","29.2 %","14.0 %","358","696","1054","sa874215"
"Evan Miller","- - -","22","45.1",".329","1.33","16.8 %","47.4 %","35.8 %","26.5 %","2.0 %","50.0 %","15.3 %","34.7 %","11.3 %","217","421","638","sa915725"
"Bryan Alcala","Phillies (R)","19","67.0",".288","1.72","23.2 %","48.6 %","28.2 %","32.0 %","2.0 %","46.7 %","20.0 %","33.3 %","34.4 %","73","337","410","sa3002685"
"Jose Martinez","Dodgers (R)","18","52.2",".298","1.70","22.4 %","48.9 %","28.7 %","44.0 %","2.0 %","39.7 %","21.8 %","38.6 %","26.3 %","51","269","320","sa3002796"
"Nathanael Perez","Blue Jays (R)","19","57.0",".282","1.74","13.8 %","54.7 %","31.4 %","24.0 %","2.0 %","45.1 %","22.6 %","32.3 %","40.4 %","40","329","369","sa3002988"
"David Sosebee","- - -","23","72.0",".335","1.90","20.3 %","52.2 %","27.5 %","24.0 %","2.0 %","43.0 %","25.8 %","31.2 %","14.4 %","441","869","1236","sa602907"
"Henry Martinez","- - -","23","62.0",".317","1.82","19.9 %","51.7 %","28.4 %","14.0 %","2.0 %","40.4 %","31.9 %","27.7 %","13.1 %","289","645","934","sa828216"
"Roby Romero","Mexican (AAA)","25","45.0",".293","1.24","20.0 %","44.3 %","35.7 %","24.0 %","2.0 %","63.8 %","20.6 %","15.6 %","10.1 %","252","424","676","sa977185"
"Eddie Butler","Cubs (AAA)","26","45.2",".329","1.27","20.5 %","44.5 %","34.9 %","21.6 %","2.0 %","44.6 %","25.0 %","30.4 %","7.3 %","259","458","717","13453"
"Moises Lugo","Padres (R)","18","64.0",".274","1.80","16.9 %","53.5 %","29.7 %","41.2 %","2.0 %","43.9 %","23.9 %","32.2 %","32.8 %","90","346","436","sa3002814"
"Ryan Moseley","- - -","22","66.1",".309","2.06","14.8 %","57.4 %","27.9 %","13.7 %","2.0 %","45.5 %","25.7 %","28.9 %","14.6 %","426","636","1062","sa738670"
"Jhenderson Hurtado","- - -","21","47.2",".311","0.92","23.4 %","36.7 %","39.8 %","17.6 %","2.0 %","41.2 %","24.3 %","34.6 %","21.3 %","175","378","553","sa828710"
"Wilfredo Pereira","Cardinals (R)","18","51.1",".323","1.27","23.2 %","43.0 %","33.8 %","29.4 %","2.0 %","40.1 %","24.2 %","35.7 %","30.7 %","93","272","365","sa917136"
"Orlando Noriega","Reds (R)","18","65.2",".330","2.12","18.5 %","55.4 %","26.2 %","35.3 %","2.0 %","40.9 %","26.1 %","33.0 %","26.6 %","134","354","488","sa917566"
"Trevor Lane","- - -","23","65.1",".285","1.71","17.4 %","52.1 %","30.5 %","13.7 %","2.0 %","39.1 %","24.1 %","36.8 %","12.1 %","324","650","974","sa918196"
"Pedro Espinola","- - -","21","53.2",".257","1.29","11.9 %","49.6 %","38.5 %","28.8 %","1.9 %","46.0 %","24.8 %","29.2 %","28.5 %","132","310","442","sa3002909"
"Louie Lechich","White Sox (A+)","25","58.2",".290","1.58","17.3 %","50.6 %","32.1 %","19.2 %","1.9 %","43.5 %","32.7 %","23.8 %","11.3 %","353","529","882","sa550153"
"Ty Damron","- - -","22","49.2",".420","1.08","28.0 %","37.3 %","34.7 %","26.9 %","1.9 %","39.9 %","18.4 %","41.8 %","11.6 %","304","540","844","sa738284"
"Randy Alcantara","Phillies (A-)","20","44.1",".264","0.92","17.4 %","39.7 %","43.0 %","32.7 %","1.9 %","40.8 %","19.2 %","40.0 %","13.9 %","216","416","632","sa830622"
"Moises Severino","Reds (R)","19","47.2",".243","1.04","19.7 %","40.9 %","39.4 %","26.9 %","1.9 %","43.3 %","22.7 %","34.0 %","28.4 %","131","260","391","sa917453"
"Jose Roca","Rays (R)","20","49.0",".244","1.35","8.3 %","52.6 %","39.1 %","21.2 %","1.9 %","52.9 %","18.4 %","28.7 %","20.3 %","149","235","384","sa917792"
"Henry Henry","- - -","18","57.2",".316","1.56","13.6 %","52.6 %","33.8 %","23.1 %","1.9 %","39.5 %","24.1 %","36.4 %","14.6 %","207","483","690","sa918121"
"Delvin Capellan","Royals (R)","18","56.0",".211","1.34","12.7 %","50.0 %","37.3 %","41.5 %","1.9 %","43.2 %","25.7 %","31.1 %","32.9 %","36","292","328","sa3002996"
"Huascar Brazoban","- - -","27","39.0",".317","0.79","20.2 %","35.3 %","44.5 %","24.5 %","1.9 %","56.2 %","22.3 %","21.5 %","12.5 %","254","386","640","sa657849"
"Josh Uhen","Brewers (AA)","25","58.2",".346","1.75","16.6 %","53.1 %","30.3 %","28.3 %","1.9 %","41.3 %","21.2 %","37.4 %","9.5 %","370","652","1022","sa737825"
"Edwin Rojas","Orioles (R)","21","62.0",".293","2.34","14.9 %","59.6 %","25.5 %","28.3 %","1.9 %","45.6 %","21.4 %","33.0 %","16.7 %","110","285","395","sa828500"
"Jean Ruiz","Athletics (A-)","20","52.1",".233","1.13","19.9 %","42.6 %","37.6 %","18.9 %","1.9 %","42.6 %","27.0 %","30.4 %","11.5 %","254","504","758","sa828536"
"Argenis Angulo","Indians (A+)","23","55.0",".240","0.87","18.9 %","37.7 %","43.4 %","22.6 %","1.9 %","37.9 %","23.4 %","38.7 %","15.7 %","317","541","858","sa829470"
"Willians Vasquez","Braves (R)","20","42.0",".320","1.28","16.6 %","46.9 %","36.6 %","30.2 %","1.9 %","43.1 %","25.2 %","31.8 %","17.5 %","100","209","309","sa917972"
"Sergio Pacheco","Rangers (R)","17","56.2",".335","1.83","19.4 %","52.2 %","28.5 %","24.5 %","1.9 %","48.5 %","20.6 %","30.9 %","28.5 %","43","298","341","sa919042"
"Antonio Canizales","Phillies (R)","19","65.1",".264","1.85","19.3 %","52.4 %","28.3 %","26.4 %","1.9 %","47.5 %","24.2 %","28.3 %","27.4 %","122","342","464","sa923371"
"Thomas Hatch","Cubs (A+)","22","124.2",".347","1.46","23.1 %","45.7 %","31.2 %","25.9 %","1.9 %","49.9 %","23.4 %","26.7 %","13.4 %","776","1331","2107","sa738514"
"Diego Cordero","Cardinals (R)","19","67.0",".321","2.28","14.1 %","59.7 %","26.2 %","37.0 %","1.9 %","42.7 %","20.2 %","37.2 %","27.8 %","71","364","435","sa873150"
"Kyle Regnault","- - -","28","64.2",".306","1.45","24.2 %","44.9 %","30.9 %","30.9 %","1.8 %","40.9 %","22.1 %","37.0 %","12.8 %","398","668","1066","sa526832"
"Pat Goetze","- - -","23","62.0",".327","2.00","18.7 %","54.2 %","27.1 %","29.1 %","1.8 %","36.4 %","22.5 %","41.2 %","11.2 %","328","681","1009","sa738640"
"Jose Moreno","- - -","20","62.0",".277","1.40","19.0 %","47.2 %","33.7 %","27.3 %","1.8 %","41.3 %","20.9 %","37.8 %","24.9 %","157","358","515","sa836384"
"Demarcus Evans","- - -","20","59.2",".298","0.95","21.9 %","38.0 %","40.1 %","32.7 %","1.8 %","35.9 %","27.5 %","36.6 %","14.8 %","410","626","1036","sa875783"
"Christian Mejias","Astros (R)","18","51.2",".266","1.21","12.1 %","48.2 %","39.7 %","25.0 %","1.8 %","45.1 %","27.8 %","27.1 %","29.7 %","122","265","387","sa946165"
"Ian Hamilton","- - -","22","71.2",".297","1.56","23.6 %","46.6 %","29.8 %","21.1 %","1.8 %","43.1 %","21.5 %","35.4 %","15.7 %","374","704","1078","sa874145"
"Jose Castillo","- - -","21","56.1",".294","0.98","22.0 %","38.7 %","39.3 %","20.3 %","1.7 %","41.8 %","24.2 %","34.0 %","11.4 %","326","587","913","17169"
"Jendersson Caraballo","White Sox (R)","17","64.0",".264","1.61","18.1 %","50.5 %","31.4 %","39.0 %","1.7 %","45.4 %","21.1 %","33.5 %","24.1 %","142","310","452","sa3002999"
"Norwith Gudino","Giants (R)","21","74.1",".311","1.75","15.2 %","53.9 %","30.9 %","33.9 %","1.7 %","42.1 %","22.8 %","35.0 %","41.9 %","65","446","511","sa872808"
"Briam Campusano","- - -","21","65.1",".273","1.25","19.9 %","44.6 %","35.5 %","27.1 %","1.7 %","54.9 %","20.8 %","24.3 %","21.5 %","195","442","637","sa917756"
"Jose Hernandez","Dodgers (R)","19","64.1",".284","1.54","15.3 %","51.4 %","33.3 %","37.3 %","1.7 %","45.2 %","22.6 %","32.3 %","32.6 %","131","354","485","sa928463"
"Sergio Cubilete","Pirates (A-)","22","63.1",".348","1.62","22.7 %","47.8 %","29.6 %","18.3 %","1.7 %","55.7 %","15.7 %","28.6 %","7.7 %","380","621","1001","sa917366"
"Dillon Peters","- - -","24","63.0",".238","1.36","13.3 %","50.0 %","36.7 %","26.2 %","1.6 %","50.9 %","21.9 %","27.2 %","11.6 %","307","557","864","18790"
"Scott Williams","Rangers (A+)","23","42.0",".178","0.43","16.3 %","25.0 %","58.7 %","19.7 %","1.6 %","35.9 %","34.0 %","30.2 %","12.0 %","201","366","567","sa829019"
"Scott Effross","Cubs (A+)","23","79.1",".325","2.05","21.2 %","53.0 %","25.8 %","27.9 %","1.6 %","47.3 %","25.5 %","27.2 %","10.2 %","439","881","1320","sa857667"
"Jose Diaz","Orioles (R)","20","46.1",".298","1.05","16.7 %","42.7 %","40.7 %","19.7 %","1.6 %","49.3 %","23.7 %","27.0 %","15.5 %","92","224","316","sa873337"
"Dilmer Mejia","Braves (R)","19","50.2",".306","0.92","15.6 %","40.4 %","44.0 %","30.6 %","1.6 %","33.6 %","22.2 %","44.3 %","15.1 %","241","521","762","sa828518"
"Felix Tati","Indians (A-)","20","59.2",".317","1.16","19.3 %","43.4 %","37.3 %","27.4 %","1.6 %","47.0 %","25.0 %","28.0 %","10.4 %","347","604","951","sa828538"
"Patrick Sandoval","- - -","20","61.2",".357","1.15","17.9 %","43.8 %","38.3 %","19.4 %","1.6 %","44.4 %","19.5 %","36.1 %","12.4 %","392","666","1058","sa875337"
"Miguel Ramirez","Mets (R)","20","66.2",".279","1.71","13.0 %","54.9 %","32.1 %","32.3 %","1.6 %","53.7 %","20.9 %","25.4 %","37.6 %","38","364","402","sa917500"
"Austin Shields","Pirates (R)","19","40.2",".182","0.61","14.5 %","32.5 %","53.0 %","27.4 %","1.6 %","45.9 %","29.5 %","24.6 %","16.4 %","150","192","342","sa918940"
"Josh James","Astros (AA)","24","76.0",".338","1.84","20.1 %","51.8 %","28.1 %","22.2 %","1.6 %","37.9 %","21.6 %","40.5 %","9.6 %","456","820","1276","sa829673"
"Carlos D. Rodriguez","- - -","18","65.0",".298","1.94","8.9 %","60.1 %","31.0 %","38.1 %","1.6 %","50.0 %","15.9 %","34.1 %","27.1 %","67","331","398","sa916951"
"Cleiverth Perez","Tigers (R)","17","52.0",".295","0.97","19.5 %","39.6 %","40.9 %","21.5 %","1.5 %","42.0 %","26.5 %","31.5 %","28.6 %","84","283","367","sa3002985"
"Emilio Ferrebus","- - -","19","81.1",".285","1.58","19.8 %","49.1 %","31.1 %","19.7 %","1.5 %","52.7 %","21.6 %","25.7 %","31.1 %","123","443","566","sa871486"
"Heath Bowers","Athletics (A)","23","81.0",".270","1.78","16.6 %","53.4 %","30.0 %","34.3 %","1.5 %","49.8 %","20.4 %","29.9 %","6.7 %","492","714","1206","sa875407"
"Drew Hasler","- - -","23","73.1",".291","1.76","20.6 %","50.6 %","28.7 %","14.1 %","1.4 %","54.5 %","18.3 %","27.2 %","7.7 %","294","666","960","sa876131"
"Carlos Machorro","Reds (A)","20","51.0",".225","0.61","16.8 %","31.4 %","51.8 %","26.8 %","1.4 %","48.3 %","27.3 %","24.5 %","9.7 %","302","502","804","sa877615"
"Ken Figueroa","- - -","21","59.1",".314","1.10","18.8 %","42.5 %","38.7 %","16.7 %","1.4 %","48.2 %","21.5 %","30.4 %","11.2 %","218","460","678","sa827250"
"Leonel Aponte","- - -","17","81.1",".247","1.41","16.6 %","48.8 %","34.6 %","28.8 %","1.4 %","54.4 %","19.5 %","26.1 %","38.4 %","50","424","474","sa917879"
"Matt Frawley","- - -","21","71.2",".304","1.32","10.6 %","50.8 %","38.6 %","19.2 %","1.4 %","53.1 %","17.7 %","29.2 %","13.0 %","306","717","1023","sa918386"
"Eder Llamas","Mexican (AAA)","31","64.0",".375","1.47","19.0 %","48.2 %","32.7 %","24.3 %","1.4 %","49.0 %","21.5 %","29.5 %","7.3 %","371","642","1013","sa509457"
"Dakota Mekkes","- - -","22","73.1",".236","0.81","14.1 %","38.5 %","47.4 %","39.2 %","1.4 %","47.8 %","19.3 %","32.9 %","15.1 %","421","742","1163","sa915807"
"Pedro Zorrilla","Diamondbacks (R)","21","73.0",".347","1.25","25.7 %","41.3 %","33.0 %","31.6 %","1.3 %","47.9 %","24.8 %","27.3 %","31.9 %","34","396","430","sa917665"
"Matt Cooper","White Sox (AA)","25","72.0",".363","0.99","26.4 %","36.5 %","37.0 %","22.1 %","1.3 %","44.9 %","28.2 %","26.9 %","11.7 %","440","760","1200","sa829187"
"Martin Carrasco","Padres (R)","17","61.1",".254","1.01","18.0 %","41.2 %","40.7 %","34.2 %","1.3 %","47.0 %","23.3 %","29.7 %","23.8 %","50","295","345","sa3002791"
"Austin Sodders","- - -","22","139.0",".268","0.90","16.6 %","39.4 %","44.0 %","23.2 %","1.2 %","42.9 %","24.5 %","32.6 %","13.4 %","558","1259","1817","sa875749"
"Aaron Fossas","Reds (A)","24","66.2",".296","0.86","20.2 %","36.9 %","42.9 %","16.5 %","1.2 %","44.6 %","28.9 %","26.5 %","11.3 %","335","669","1004","sa919827"
"Jordan Romano","Blue Jays (A+)","24","138.0",".344","0.81","20.6 %","35.5 %","44.0 %","23.4 %","1.2 %","40.4 %","26.6 %","33.0 %","10.1 %","879","1457","2336","sa829155"
"Dakota Smith","- - -","24","84.2",".338","1.33","21.0 %","45.1 %","33.9 %","28.7 %","1.1 %","43.3 %","21.9 %","34.8 %","9.1 %","532","922","1454","sa924537"
"Randy LeBlanc","- - -","25","123.2",".342","1.79","21.4 %","50.4 %","28.2 %","19.6 %","0.9 %","42.2 %","22.8 %","35.0 %","8.4 %","689","1128","1817","sa549258"
"Ian Krol","- - -","26","5.0",".182","4.00","0.0 %","80.0 %","20.0 %","0.0 %","0.0 %","45.5 %","27.3 %","27.3 %","21.2 %","21","45","66","10066"
"Stephen Strasburg","Nationals (A+)","28","5.0",".231","3.00","38.5 %","46.2 %","15.4 %","0.0 %","0.0 %","23.1 %","23.1 %","53.9 %","20.6 %","5","29","34","10131"
"Tyler Skaggs","- - -","25","13.2",".381","2.00","16.7 %","55.6 %","27.8 %","30.0 %","0.0 %","52.8 %","19.4 %","27.8 %","18.6 %","45","127","172","10190"
"Aroldis Chapman","Yankees (AA)","29","0.2",".000","0.00","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","","","","30.0 %","11","9","20","10233"
"Bryan Morris","- - -","30","5.2",".125","1.80","12.5 %","56.3 %","31.3 %","40.0 %","0.0 %","62.5 %","18.8 %","18.8 %","8.4 %","35","48","83","10234"
"Josh Smoker","- - -","28","14.0",".300","2.00","27.0 %","48.6 %","24.3 %","33.3 %","0.0 %","48.7 %","16.2 %","35.1 %","12.1 %","64","135","199","10285"
"Jarred Cosart","- - -","27","6.0",".294","3.00","5.9 %","70.6 %","23.5 %","0.0 %","0.0 %","47.1 %","23.5 %","29.4 %","6.5 %","38","70","108","10304"
"Juan Minaya","White Sox (AAA)","26","19.0",".293","1.20","21.4 %","42.9 %","35.7 %","25.0 %","0.0 %","50.9 %","25.4 %","23.7 %","9.8 %","127","210","337","10341"
"Rocky Gale","Padres (AAA)","29","1.0",".333","2.00","0.0 %","66.7 %","33.3 %","0.0 %","0.0 %","33.3 %","33.3 %","33.3 %","0.0 %","5","11","16","10533"
"Jake Petricka","White Sox (AAA)","29","7.0",".273","1.57","18.2 %","50.0 %","31.8 %","0.0 %","0.0 %","50.0 %","9.1 %","40.9 %","4.5 %","32","57","89","10534"
"Joey Terdoslavich","Pirates (AAA)","28","0.2",".500","1.00","66.7 %","33.3 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","0.0 %","8","7","15","10593"
"Adam Liberatore","- - -","30","13.2",".250","0.86","23.5 %","35.3 %","41.2 %","35.7 %","0.0 %","36.1 %","33.3 %","30.6 %","14.3 %","61","128","189","10637"
"Josh Edgin","Mets (AAA)","30","3.1",".200","3.00","11.1 %","66.7 %","22.2 %","0.0 %","0.0 %","60.0 %","20.0 %","20.0 %","8.5 %","31","40","71","10796"
"Adam Kolarek","Rays (AAA)","28","43.2",".311","6.31","15.9 %","72.6 %","11.5 %","7.7 %","0.0 %","37.8 %","23.5 %","38.7 %","8.4 %","265","427","692","10843"
"Chasen Shreve","Yankees (AAA)","26","11.1",".333","1.25","14.3 %","47.6 %","38.1 %","25.0 %","0.0 %","33.3 %","14.3 %","52.4 %","19.9 %","63","113","176","10855"
"Perci Garner","- - -","28","15.2",".235","2.88","8.8 %","67.6 %","23.5 %","0.0 %","0.0 %","64.7 %","14.7 %","20.6 %","13.2 %","134","162","296","10887"
"Michael Choice","Orioles (AAA)","27","0.1",".000","0.00","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0","2","2","11376"
"Danny Barnes","Blue Jays (AAA)","27","6.0",".375","0.67","37.5 %","25.0 %","37.5 %","16.7 %","0.0 %","37.5 %","25.0 %","37.5 %","18.0 %","26","63","89","11388"
"Robbie Ray","Diamondbacks (A+)","25","4.2",".500","0.75","12.5 %","37.5 %","50.0 %","0.0 %","0.0 %","25.0 %","50.0 %","25.0 %","22.5 %","22","58","80","11486"
"Aaron Sanchez","- - -","24","8.0",".458","1.86","16.7 %","54.2 %","29.2 %","42.9 %","0.0 %","45.8 %","25.0 %","29.2 %","7.1 %","64","76","140","11490"
"Josh Osich","Giants (AAA)","28","9.1",".364","1.67","20.0 %","50.0 %","30.0 %","11.1 %","0.0 %","48.5 %","27.3 %","24.2 %","10.3 %","66","108","174","11528"
"Tommy Hunter","Rays (A+)","30","1.0",".750","3.00","0.0 %","75.0 %","25.0 %","0.0 %","0.0 %","25.0 %","50.0 %","25.0 %","19.1 %","4","17","21","1157"
"Mayckol Guaipe","Mexican (AAA)","26","19.0",".382","1.05","17.3 %","42.3 %","40.4 %","28.6 %","0.0 %","32.7 %","32.7 %","34.6 %","14.1 %","104","193","297","11663"
"Jameson Taillon","- - -","25","14.0",".371","2.43","27.3 %","51.5 %","21.2 %","28.6 %","0.0 %","45.7 %","22.9 %","31.4 %","19.8 %","67","145","212","11674"
"Sam Dyson","Rangers (AAA)","29","2.0",".333","4.00","16.7 %","66.7 %","16.7 %","0.0 %","0.0 %","16.7 %","33.3 %","50.0 %","13.8 %","13","16","29","11710"
"Carlos Ramirez","- - -","26","37.2",".191","0.81","17.3 %","37.0 %","45.7 %","29.7 %","0.0 %","36.9 %","22.6 %","40.5 %","14.8 %","183","352","535","11743"
"Noah Syndergaard","- - -","24","3.0",".400","3.00","50.0 %","37.5 %","12.5 %","0.0 %","0.0 %","40.0 %","20.0 %","40.0 %","23.4 %","12","35","47","11762"
"Jason Adam","- - -","25","15.0",".323","0.64","25.8 %","29.0 %","45.2 %","28.6 %","0.0 %","29.0 %","22.6 %","48.4 %","24.4 %","68","149","217","11861"
"Michael Feliz","- - -","24","2.0",".000","0.00","50.0 %","0.0 %","50.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","29.2 %","10","14","24","11903"
"Taylor Cole","- - -","27","12.2",".207","1.30","4.2 %","54.2 %","41.7 %","30.0 %","0.0 %","46.2 %","26.9 %","26.9 %","21.2 %","43","108","151","11964"
"Kyle Hendricks","Cubs (AA)","27","8.1",".091","0.80","14.3 %","38.1 %","47.6 %","20.0 %","0.0 %","50.0 %","22.7 %","27.3 %","12.0 %","38","70","108","12049"
"Branden Pinder","- - -","28","20.0",".283","1.13","15.5 %","44.8 %","39.7 %","26.1 %","0.0 %","33.3 %","26.7 %","40.0 %","9.2 %","153","215","368","12093"
"David Washington","Orioles (AAA)","26","0.1",".500","0.00","50.0 %","0.0 %","50.0 %","100.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","6","4","10","12110"
"Danny Muno","Mariners (AAA)","28","0.1",".667","0.50","0.0 %","33.3 %","66.7 %","0.0 %","0.0 %","0.0 %","66.7 %","33.3 %","0.0 %","11","9","20","12214"
"Nefi Ogando","- - -","28","9.1",".300","0.75","27.6 %","31.0 %","41.4 %","16.7 %","0.0 %","30.0 %","13.3 %","56.7 %","15.5 %","39","84","123","12253"
"Cory Mazzoni","- - -","27","30.1",".368","1.57","19.4 %","49.3 %","31.3 %","23.8 %","0.0 %","39.7 %","23.5 %","36.8 %","25.8 %","86","282","368","12537"
"Tony Cingrani","- - -","27","3.0",".000","1.33","0.0 %","57.1 %","42.9 %","66.7 %","0.0 %","25.0 %","25.0 %","50.0 %","11.3 %","26","36","62","12555"
"Sonny Gray","- - -","27","11.0",".125","4.75","4.2 %","79.2 %","16.7 %","0.0 %","0.0 %","54.2 %","12.5 %","33.3 %","15.3 %","36","88","124","12768"
"Taylor Davis","Cubs (AAA)","27","0.1",".000","0.00","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0.0 %","100.0 %","0.0 %","0.0 %","0","1","1","12782"
"Raul Alcantara","- - -","24","39.0",".312","1.13","18.3 %","43.3 %","38.3 %","28.3 %","0.0 %","44.3 %","26.2 %","29.5 %","12.5 %","163","374","537","12790"
"Matt Barnes","Red Sox (AA)","27","1.0",".333","2.00","33.3 %","66.7 %","0.0 %","0.0 %","0.0 %","0.0 %","33.3 %","66.7 %","11.8 %","6","11","17","12863"
"Tyler Anderson","Rockies (AAA)","27","12.1",".412","1.09","32.4 %","35.3 %","32.4 %","27.3 %","0.0 %","45.7 %","25.7 %","28.6 %","17.1 %","62","131","193","12880"
"Joe Musgrove","Astros (AAA)","24","7.0",".077","2.33","23.1 %","53.8 %","23.1 %","33.3 %","0.0 %","46.2 %","30.8 %","23.1 %","19.1 %","31","53","84","12970"
"Robby Scott","Red Sox (AAA)","27","7.1",".158","1.00","11.1 %","44.4 %","44.4 %","50.0 %","0.0 %","33.3 %","11.1 %","55.6 %","13.1 %","49","73","122","13042"
"Wei-Yin Chen","- - -","31","4.2",".353","2.25","18.8 %","56.3 %","25.0 %","50.0 %","0.0 %","62.5 %","12.5 %","25.0 %","14.1 %","19","45","64","13071"
"Carson Smith","- - -","27","9.0",".370","3.40","18.5 %","63.0 %","18.5 %","20.0 %","0.0 %","48.2 %","29.6 %","22.2 %","6.0 %","65","84","149","13172"
"Ross Stripling","Dodgers (AAA)","27","3.1",".300","6.00","33.3 %","66.7 %","0.0 %","0.0 %","0.0 %","50.0 %","20.0 %","30.0 %","14.0 %","20","37","57","13273"
"Max Muncy","Dodgers (AAA)","26","2.1",".286","5.00","14.3 %","71.4 %","14.3 %","0.0 %","0.0 %","85.7 %","0.0 %","14.3 %","0.0 %","8","11","19","13301"
"Brady Rodgers","Astros (AAA)","26","16.1",".292","3.00","21.7 %","58.7 %","19.6 %","22.2 %","0.0 %","39.6 %","29.2 %","31.3 %","9.3 %","62","142","204","13393"
"Nick Goody","Indians (AAA)","25","4.1",".400","0.33","20.0 %","20.0 %","60.0 %","0.0 %","0.0 %","0.0 %","60.0 %","40.0 %","14.5 %","24","52","76","13685"
"Kyle Barraclough","- - -","27","2.0",".250","2.00","25.0 %","50.0 %","25.0 %","100.0 %","0.0 %","50.0 %","0.0 %","50.0 %","8.0 %","8","17","25","13713"
"Tim Cooney","Indians (R)","26","3.0",".375","4.00","37.5 %","50.0 %","12.5 %","0.0 %","0.0 %","87.5 %","12.5 %","0.0 %","30.3 %","12","21","33","13762"
"Dominic Leone","Blue Jays (AAA)","25","4.0",".364","1.67","27.3 %","45.5 %","27.3 %","66.7 %","0.0 %","54.6 %","0.0 %","45.5 %","10.8 %","25","40","65","13763"
"JT Chargois","Twins (AAA)","26","2.2",".167","0.25","16.7 %","16.7 %","66.7 %","0.0 %","0.0 %","50.0 %","16.7 %","33.3 %","19.4 %","13","23","36","13767"
"Matt Strahm","Royals (AAA)","25","5.0",".200","0.67","0.0 %","40.0 %","60.0 %","0.0 %","0.0 %","50.0 %","10.0 %","40.0 %","17.5 %","21","42","63","13799"
"Ian Parmley","Blue Jays (AAA)","27","2.0",".250","0.40","12.5 %","25.0 %","62.5 %","80.0 %","0.0 %","50.0 %","12.5 %","37.5 %","6.9 %","8","21","29","13821"
"Alec Mills","- - -","25","28.0",".272","1.58","14.1 %","52.6 %","33.3 %","23.1 %","0.0 %","48.8 %","21.3 %","30.0 %","12.1 %","128","243","371","13834"
"Scott Oberg","Rockies (AAA)","27","4.1",".222","7.00","22.2 %","77.8 %","0.0 %","0.0 %","0.0 %","66.7 %","0.0 %","33.3 %","13.6 %","21","38","59","13911"
"Ryan Dull","- - -","27","3.2",".111","0.20","33.3 %","11.1 %","55.6 %","20.0 %","0.0 %","33.3 %","11.1 %","55.6 %","4.4 %","14","32","46","13974"
"Lance McCullers Jr.","- - -","23","8.0",".308","2.00","28.0 %","48.0 %","24.0 %","16.7 %","0.0 %","61.5 %","15.4 %","23.1 %","6.5 %","51","72","123","14120"
"Ray Black","Giants (R)","27","2.1","1.000","0.00","100.0 %","0.0 %","0.0 %","0.0 %","0.0 %","0.0 %","50.0 %","50.0 %","42.1 %","14","24","38","14244"
"Jose Leclerc","Rangers (AA)","23","2.0",".250","3.00","0.0 %","75.0 %","25.0 %","0.0 %","0.0 %","25.0 %","50.0 %","25.0 %","33.3 %","12","18","30","14524"
"Keone Kela","Rangers (AAA)","24","4.0",".556","1.00","33.3 %","33.3 %","33.3 %","0.0 %","0.0 %","44.4 %","33.3 %","22.2 %","15.2 %","26","53","79","14696"
"Emilio Pagan","Mariners (AAA)","26","31.2",".241","0.48","18.4 %","26.3 %","55.3 %","33.3 %","0.0 %","29.5 %","26.9 %","43.6 %","13.0 %","174","326","500","14771"
"Zack Godley","Diamondbacks (AAA)","27","28.0",".222","3.15","11.5 %","67.2 %","21.3 %","23.1 %","0.0 %","38.1 %","30.2 %","31.8 %","12.7 %","152","227","379","14862"
"Nick Rumbelow","- - -","25","40.1",".217","1.76","14.0 %","54.8 %","31.2 %","13.8 %","0.0 %","53.6 %","23.7 %","22.7 %","12.4 %","214","406","620","14867"
"Lou Trivino","- - -","25","68.1",".320","2.28","21.0 %","54.9 %","24.1 %","19.1 %","0.0 %","40.7 %","20.6 %","38.7 %","14.0 %","394","714","1108","15043"
"Johnny Field","Rays (AAA)","25","1.1",".500","1.00","33.3 %","33.3 %","33.3 %","50.0 %","0.0 %","66.7 %","16.7 %","16.7 %","14.7 %","16","18","34","15048"
"Jimmy Yacabonis","Orioles (AAA)","25","61.1",".184","1.35","17.8 %","47.1 %","35.0 %","14.5 %","0.0 %","39.5 %","24.1 %","36.4 %","6.1 %","412","602","1014","15157"
"Alan Busenitz","Twins (AAA)","26","35.1",".235","1.06","19.0 %","41.8 %","39.2 %","29.0 %","0.0 %","42.0 %","23.5 %","34.6 %","11.0 %","187","352","539","15239"
